date,f01_raw,f01_score,f02_raw,f02_score,f03_raw,f03_score,f04_raw,f04_score,f05_raw,f05_score,f06_raw,f06_score,f07_raw,f07_score,f08_raw,f08_score,f09_raw,f09_score,f10_score,f01_c,f02_c,f03_c,f04_c,f05_c,f06_c,f07_c,f08_c,f09_c,f10_c,index_score_total_raw,index_score_total,bucket_5pt,w_f08_applied,prob_up_10d
2017-09-08,0.022901439987564,8.316489175128426,,,,,,,6.241999999999999,7.213293874178522,14.99,24.05996012433193,-0.06294705836277381,36.41950703504305,-17871205816.0,36.69058510628408,,,33.77888878955352,91.68351082487158,,,,92.78670612582148,75.94003987566808,63.58049296495695,63.30941489371592,,66.22111121044648,55.57082170764334,54.22023226321576,50.0,0.233371666971918,
2017-09-11,0.029857798984840755,8.236503112165593,,,,,,,6.242999999999999,7.757840598805197,13.89,23.58259430750213,-0.07021547409970585,40.53392094414073,-112916873676.0,35.051531237163644,,,34.422855622980855,91.7634968878344,,,,92.2421594011948,76.41740569249787,59.46607905585927,64.94846876283636,,65.57714437701915,55.76200711349616,54.73415721330923,50.0,0.233371666971918,
2017-09-12,0.030859226910706195,8.245725037991093,,,,,,,6.243,7.959117173699287,13.46,23.635483519595525,-0.06684397715338508,44.04102281289283,-109131769212.0,33.64268261359141,,,35.714208685579734,91.7542749620089,,,,92.04088282630072,76.36451648040448,55.95897718710717,66.3573173864086,,64.28579131442027,55.810575956919315,55.09296346117927,55.0,0.233371666971918,
2017-09-13,0.02858702138186886,8.072038686622784,,,,,,,6.244,7.9337067469000875,13.4,23.75521879036366,-0.08820351301684881,48.11849303013129,-8617492250.0,33.99471815458189,,,39.79584867470819,91.92796131337721,,,,92.06629325309991,76.24478120963634,51.88150696986871,66.00528184541811,,60.20415132529181,56.28016526540306,55.48869739592054,55.0,0.233371666971918,
2017-09-14,0.035996124926308104,8.515394309541826,,,,,,,6.244,7.907598910822471,11.53,28.20832371631193,-0.07026246740627129,51.101422487875794,36530090892.0,35.35623054848821,,,42.52428636706402,91.48460569045818,,,,92.09240108917753,71.79167628368808,48.898577512124206,64.64376945151179,,57.47571363293598,55.53759334858917,55.50499604681009,55.0,0.233371666971918,
2017-09-15,0.03894942536349477,9.163005833901206,,,,,,,6.244000000000001,7.800176254263109,11.12,33.1813911637959,-0.05504002135654806,53.01202898404709,-48290649220.0,34.74479623080038,,,45.3432965992779,90.83699416609879,,,,92.1998237457369,66.8186088362041,46.98797101595291,65.25520376919962,,54.6567034007221,54.064625996387775,55.02487269666933,55.0,0.233371666971918,
2017-09-18,0.055267942036596684,11.606665142237144,,,,,,,6.244,7.820814481202889,11.34,37.08340556466118,-0.07641741781499456,55.679313701615804,300720830156.0,40.0717647899332,,,48.45094152143603,88.39333485776285,,,,92.17918551879711,62.91659443533882,44.320686298384196,59.9282352100668,,51.54905847856397,54.628104800998194,54.89261673144562,50.0,0.233371666971918,
2017-09-19,0.052825940710935715,13.703965470030825,,,,,,,6.244,7.836279128451274,11.34,40.584001458241765,-0.053212876083597926,57.09146596264252,-165241181377.0,37.66187599941112,,,51.062965470104615,86.29603452996918,,,,92.16372087154872,59.415998541758235,42.90853403735748,62.33812400058888,,48.937034529895385,53.321362611814,54.368865358235084,50.0,0.233371666971918,
2017-09-20,0.051763348226929295,15.40634469844894,,,,,,,6.2459999999999996,7.528301160051252,11.69,42.9213394546157,-0.04992330292195546,58.163576237934755,-145963830578.0,35.635654915833754,,,53.72737840724167,84.59365530155105,,,,92.47169883994874,57.0786605453843,41.836423762065245,64.36434508416625,,46.27262159275833,52.440779446197936,53.726170054222706,50.0,0.233371666971918,
2017-09-21,0.0500156520793511,16.837624499424816,,,,,,,6.244,7.604970890840023,11.56,45.36875920769275,-0.04391286953625917,58.84293122984269,123762444834.0,39.09573799019746,,,54.241955204895675,83.16237550057518,,,,92.39502910915998,54.63124079230725,41.15706877015731,60.90426200980254,,45.758044795104325,52.69887052543833,53.38373687796125,50.0,0.233371666971918,
2017-09-22,0.04400051265498317,17.450789982238216,,,,,,,6.245,7.394420412795193,12.32,45.69078214029344,0.0024813967943404514,57.56784687029057,31419254198.0,39.935826435575486,,,54.3120885166537,82.54921001776178,,,,92.6055795872048,54.30921785970656,42.43215312970943,60.064173564424514,,45.6879114833463,52.73740283950487,53.16829219847579,50.0,0.233371666971918,
2017-09-25,0.04204184344711126,17.742411937531767,,,,,,,6.244,7.516636178282625,12.36,45.923353372930976,0.006047782066808782,56.17914005782161,-10293546864.0,39.60998799614704,,,57.349689281898506,82.25758806246823,,,,92.48336382171738,54.076646627069024,43.82085994217839,60.39001200385296,,42.650310718101494,52.363923853364255,52.90016941677195,50.0,0.233371666971918,
2017-09-26,0.03416818775063657,17.10189167229468,,,,,,,6.244999999999999,7.349462911058374,12.65,45.563868321278356,0.041859422595662554,53.48854842640316,-343810086015.0,36.191799450272356,,,59.163514091756525,82.89810832770532,,,,92.65053708894163,54.436131678721644,46.51145157359684,63.808200549727644,,40.836485908243475,51.24595828359857,52.34876570571416,50.0,0.233371666971918,
2017-09-27,0.031737076755031346,16.433524238118558,,,,,,,6.244,7.50821819977881,12.37,45.80999020955167,0.12162305425314757,49.50480027389926,-250653365724.0,33.48962141130854,,,61.3026014757732,83.56647576188143,,,,92.49178180022119,54.19000979044833,50.49519972610074,66.51037858869145,,38.6973985242268,49.867687516550745,51.521739642659696,50.0,0.233371666971918,
2017-09-28,0.030968269894320777,15.74144256464695,,,,,,,6.242999999999999,8.425802861024366,12.65,45.42839863612052,0.1230932961462512,45.85298256073878,-141342248006.0,31.939477920145666,,,63.97489677595286,84.25855743535305,,,,91.57419713897563,54.57160136387948,54.14701743926122,68.06052207985434,,36.02510322404714,48.86796283450327,50.637147373274225,50.0,0.233371666971918,
2017-09-29,0.037973683181038886,15.737731781237049,,,,,,,6.243,8.939644322963199,13.41,43.31762792053275,0.11378896288689044,42.7558731105097,75313047840.0,34.80627205408709,,,65.99342960923579,84.26226821876296,,,,91.0603556770368,56.68237207946725,57.2441268894903,65.19372794591291,,34.00657039076421,49.701618485253135,50.32530441060053,50.0,0.233371666971918,
2017-10-10,0.05722557572553155,18.142100807536096,,,,,,,6.244000000000001,8.820850358138866,13.86,40.93429982589432,0.09758037817192489,40.36951519943714,818334785288.0,41.015198525126415,,,67.9060505385551,81.8578991924639,,,,91.17914964186113,59.06570017410568,59.63048480056286,58.984801474873585,,32.09394946144489,51.910384879507184,50.85366456690275,50.0,0.233371666971918,
2017-10-11,0.06787901649822681,20.595466351998397,,,,,,,6.246,8.287989033707822,13.2,39.580618678026234,0.07895963855798005,38.49668954377436,792494320675.0,46.63279866559057,,,70.04224900667191,79.4045336480016,,,,91.71201096629218,60.419381321973766,61.50331045622564,53.36720133440943,,29.95775099332809,53.78122507492013,51.829518069575215,50.0,0.233371666971918,
2017-10-12,0.07306875096641918,23.088678465940177,,,,,,,6.25,7.4986567447832675,12.18,40.95696528626336,0.04597777051662799,37.42014601161874,210845291433.0,50.1792909585758,,,71.97885091438476,76.91132153405982,,,,92.50134325521674,59.04303471373664,62.57985398838126,49.8207090414242,,28.021149085615235,54.432275190336334,52.69710377649559,50.0,0.233371666971918,
2017-10-13,0.06927923360754251,25.156423373945874,,,,,,,6.250000000000001,6.784498959565814,11.46,43.9027352781243,0.06972008805549246,36.10211172729323,-13002853506.0,48.88089989004057,,,73.61578574793542,74.84357662605413,,,,93.21550104043419,56.0972647218757,63.89788827270677,51.11910010995943,,26.38421425206458,53.34888550143698,52.91436435147605,50.0,0.233371666971918,
2017-10-16,0.06946323919934128,27.144549341355415,,,,,,,6.250000000000001,6.138356201511927,11.92,45.43580810877913,0.1047827417945002,34.15449860212658,-1358817758.0,48.0350999005129,,,75.29869253898366,72.85545065864459,,,,93.86164379848807,54.56419189122087,65.84550139787342,51.9649000994871,,24.70130746101634,52.72832230753183,52.85235033682798,50.0,0.233371666971918,
2017-10-17,0.07033150920945808,29.058791736291944,,,,,,,6.249,5.667129533794238,12.0,46.610390603446724,0.1314564811015797,31.849947302563095,130928163539.0,50.47986936549915,,,76.62797880642403,70.94120826370806,,,,94.33287046620576,53.389609396553276,68.1500526974369,49.52013063450085,,23.372021193575975,52.91547212203568,52.87339093189722,50.0,0.233371666971918,
2017-10-18,0.06854737946889666,30.383549666168904,,,,,,,6.2509999999999994,5.1274029115281206,12.08,47.575689759883396,0.12569384164476616,29.84289156602999,35467854756.0,50.320788836358645,,,77.71729926499309,69.6164503338311,,,,94.87259708847188,52.424310240116604,70.15710843397001,49.679211163641355,,22.282700735006912,52.54180643635471,52.76286276671639,50.0,0.233371666971918,
2017-10-19,0.06085975685524603,31.328933271236615,,,,,,,6.250000000000001,4.639078824715918,12.4,47.5798190798038,0.2122342365983525,27.777331077624112,27739808849.0,49.98789435912418,,,78.66850105240202,68.67106672876338,,,,95.36092117528408,52.4201809201962,72.22266892237589,50.01210564087582,,21.33149894759798,52.37903568497157,52.63492040613478,50.0,0.233371666971918,
2017-10-20,0.0672619372123271,32.374529369946686,,,,,,,6.251,4.1972617937905925,11.93,48.71734197923291,0.29494511877398555,25.701671544793815,147381711590.0,52.36999965825521,,,79.88374585013244,67.62547063005331,,,,95.80273820620941,51.28265802076709,74.29832845520619,47.63000034174479,,20.116254149867558,52.47907634556725,52.58297238594561,50.0,0.233371666971918,
2017-10-23,0.06768414205316331,33.362487677861616,,,,,,,6.253,3.797522575334346,12.23,48.99067146571565,0.24398063973864814,24.023903434144756,283039421907.0,55.84798910879175,,,80.94785677574895,66.63751232213838,,,,96.20247742466566,51.00932853428435,75.97609656585524,44.15201089120825,,19.052143224251054,53.15659748879838,52.7741807535632,50.0,0.233371666971918,
2017-10-24,0.06467044410635503,34.009061722971474,,,,,,,6.252000000000001,3.4358537586358366,12.29,49.01121220291884,0.28403548014187807,22.42194975760797,-97081247233.0,52.64553511959465,,,82.06830380732404,65.99093827702853,,,,96.56414624136417,50.98878779708116,77.57805024239204,47.35446488040535,,17.931696192675957,52.31611262352953,52.62149137688531,50.0,0.233371666971918,
2017-10-25,0.06439191290985113,34.56530575508375,,,,,,,6.252000000000001,3.1086295911467094,12.37,48.76524641488575,0.28165431532625673,21.0098532767749,88712495055.0,53.716330716670285,,,83.08484015747138,65.43469424491624,,,,96.89137040885329,51.23475358511425,78.9901467232251,46.283669283329715,,16.915159842528624,52.569062416115024,52.60401505662855,50.0,0.233371666971918,
2017-10-26,0.05556237047175716,34.755958938323815,,,,,,,6.249,3.152705684506887,12.57,48.16477699064115,0.3806300893021728,19.168978895073252,-90319686835.0,50.75468470737289,,,84.04558783419337,65.24404106167619,,,,96.84729431549312,51.83522300935885,80.83102110492675,49.24531529262711,,15.95441216580663,51.83471944161436,52.34758318495715,50.0,0.233371666971918,
2017-10-27,0.06134779145010749,35.255391420388214,,,,,,,6.249,3.1925840546899042,12.21,48.49073171413262,0.34908064277453854,17.70199903616809,82461990905.0,51.92997550621719,,,82.02219851665114,64.74460857961179,,,,96.8074159453101,51.50926828586738,82.29800096383191,48.07002449378281,,17.977801483348856,51.91133685264109,52.202167740851806,50.0,0.233371666971918,
2017-10-30,0.0636116928134387,35.74927571088345,,,,,,,6.249,3.2286644848554915,12.39,48.218749706588625,0.3197430215427186,16.45260230256478,272737846146.0,55.374286228981084,,,81.4198187679585,64.25072428911655,,,,96.77133551514451,51.781250293411375,83.54739769743522,44.625713771018916,,18.580181232041497,52.71224745925941,52.37219431365434,50.0,0.233371666971918,
2017-10-31,0.07240324548180577,37.21076283469921,,,,,,,6.244,4.319509741777796,12.06,48.993078910647455,0.3251544975102316,15.320384497815478,379058776659.0,58.98187499326558,,,80.95957903646736,62.78923716530079,,,,95.6804902582222,51.006921089352545,84.67961550218452,41.01812500673442,,19.04042096353264,53.17408329820439,52.63949064183769,50.0,0.233371666971918,
2017-11-01,0.08750002889213682,39.187929659275824,,,,,,,6.244999999999999,4.96632891980954,12.69,47.87960351930839,0.23302423450835819,14.884519464965678,262246769762.0,61.641197556265226,,,81.26123666413562,60.812070340724176,,,,95.03367108019046,52.12039648069161,85.11548053503432,38.358802443734774,,18.738763335864377,54.24358540380072,53.17418889582537,50.0,0.233371666971918,
2017-11-02,0.08210299807258492,40.80004187397994,,,,,,,6.245999999999999,5.513753376426319,12.99,45.851765240069646,0.1661651778798321,14.681917767929951,-15975586106.0,59.17196785702908,,,81.42078630912347,59.19995812602006,,,,94.48624662357368,54.148234759930354,85.31808223207005,40.82803214297092,,18.57921369087653,54.416606657934544,53.588328149861766,50.0,0.233371666971918,
2017-11-03,0.08482253772209991,42.28847326013151,,,,,,,6.248,5.517734536343389,13.09,43.941468626124994,0.16841665808994755,14.493632078868707,-233937884610.0,54.36798603542238,,,81.52734785489099,57.71152673986849,,,,94.48226546365662,56.058531373875006,85.5063679211313,45.63201396457762,,18.47265214510901,54.08235671628963,53.75300433867106,50.0,0.233371666971918,
2017-11-06,0.07886082529079963,43.461945242787,,,,,,,6.2490000000000006,5.3323720634943585,13.79,41.268282649638415,0.19932710903694772,14.27946692461299,65522279136.0,54.74563815903295,,,82.98430489970107,56.538054757213,,,,94.66762793650564,58.731717350361585,85.72053307538701,45.25436184096705,,17.015695100298927,55.166562125227486,54.22419026752321,50.0,0.233371666971918,
2017-11-07,0.07545122581512165,44.352893449040685,,,,,,,6.2490000000000006,5.164663159488093,13.92,38.736307128962345,0.15170161753367561,14.235816570971952,127101190052.0,56.41007473647955,,,83.9245751813622,55.647106550959315,,,,94.8353368405119,61.263692871037655,85.76418342902805,43.58992526352045,,16.0754248186378,56.498069335650435,54.98214995689895,50.0,0.233371666971918,
2017-11-08,0.07744707431973463,45.190413420260924,,,,,,,6.2490000000000006,5.012926532053853,13.22,37.20133003277999,0.18681140742100966,14.113878382026483,55954620382.0,56.29089906240819,,,84.62412433264592,54.809586579739076,,,,94.98707346794615,62.79866996722001,85.88612161797352,43.70910093759181,,15.37587566735408,57.0734843586694,55.67926142415577,55.0,0.233371666971918,
2017-11-09,0.07411762037164715,45.78074441727311,,,,,,,6.2490000000000006,4.875641011994302,11.97,39.213901775689834,0.21985064366308205,13.844968305704453,-125934260963.0,52.7061271184449,,,85.18146396536446,54.21925558272689,,,,95.1243589880057,60.786098224310166,86.15503169429554,47.2938728815551,,14.818536034635542,55.63329652447597,55.66393979092918,55.0,0.233371666971918,
2017-11-10,0.0693742371843793,45.75564888984809,,,,,,,6.248999999999999,5.053773462855012,11.11,43.30237371542005,0.21503782962967355,13.635598595197507,-143440620331.0,49.236004656673124,,,85.1944159988974,54.24435111015191,,,,94.946226537145,56.69762628457995,86.36440140480249,50.763995343326876,,14.805584001102602,53.43090248786894,54.91959402324243,50.0,0.233371666971918,
2017-11-13,0.06315333702886128,44.985704507644684,,,,,,,6.249,5.063769338652645,11.81,45.07402973345261,0.23333614810682057,13.327446348035838,51101227722.0,49.64890217236412,,,84.90379134594119,55.014295492355316,,,,94.93623066134735,54.92597026654739,86.67255365196417,50.35109782763588,,15.096208654058813,52.815219410701005,54.218135819061956,50.0,0.233371666971918,
2017-11-14,0.059982248268036775,44.135106151555426,,,,,,,6.2459999999999996,5.7908782300583646,11.64,47.24385003094692,0.24856465813572948,13.00675234941812,34569826944.0,49.45558269109588,,,84.56525944149026,55.864893848444574,,,,94.20912176994163,52.75614996905308,86.99324765058188,50.54441730890412,,15.434740558509745,51.79991772230505,53.41206312014299,50.0,0.233371666971918,
2017-11-15,0.05446615956294809,43.020565797353235,,,,,,,6.245,6.599910235358929,12.03,47.9598552434191,0.2305854915209542,12.864007983562729,140768946656.0,51.812798549691436,,,83.2007676125955,56.979434202646765,,,,93.40008976464107,52.0401447565809,87.13599201643727,48.187201450308564,,16.7992323874045,51.849778651823065,52.89130163070302,50.0,0.233371666971918,
2017-11-16,0.06046247277165229,42.43886921454363,,,,,,,6.247,6.916169729194738,11.33,50.57290001993398,0.14111980404988422,13.226165953382152,496614330841.0,56.21309135599444,,,81.6638842269666,57.56113078545637,,,,93.08383027080527,49.42709998006602,86.77383404661785,43.78690864400556,,18.3361157730334,51.97542158321109,52.586008281539044,50.0,0.233371666971918,
2017-11-17,0.058964330476472426,41.82564357506329,,,,,,,6.249,6.748794532007636,11.29,53.08825496890474,0.07004357838856068,14.838791115796248,606080249477.0,60.19430865693526,,,79.89544173823055,58.17435642493671,,,,93.25120546799236,46.91174503109526,85.16120888420375,39.80569134306474,,20.104558261769455,52.27589031465364,52.482635625910575,50.0,0.233371666971918,
2017-11-20,0.05407427633235362,40.80661350263531,,,,,,,6.249999999999999,6.446188250047725,11.79,53.890129401193484,0.11352237648193464,15.466389240822455,304448708079.0,62.96491871681898,,,77.95528628923807,59.19338649736469,,,,93.55381174995227,46.109870598806516,84.53361075917755,37.03508128318102,,22.044713710761926,52.69899116932743,52.55475414038286,50.0,0.233371666971918,
2017-11-21,0.05500594961227545,40.05310143972768,,,,,,,6.25,6.1346087190530065,11.53,55.371492738645955,0.08526331291311173,16.525523750010944,370085722631.0,65.73621141650213,,,75.97315018005894,59.94689856027232,,,,93.865391280947,44.628507261354045,83.47447624998905,34.26378858349787,,24.026849819941063,52.992703773091364,52.700737351285696,50.0,0.233371666971918,
2017-11-22,0.06026558564179996,39.84885337232754,,,,,,,6.25,5.852703429105404,11.47,56.825152538291164,0.05740740665912858,18.050681729979665,19871270898.0,63.557252506086954,,,74.17978893842067,60.15114662767246,,,,94.1472965708946,43.174847461708836,81.94931827002034,36.442747493913046,,25.82021106157933,52.262166070969194,52.55454692451353,50.0,0.233371666971918,
2017-11-23,0.05626366786429804,39.33139918597106,,,,,,,6.2509999999999994,5.446474682266945,11.5,58.06478275762247,-0.07073718509775517,24.19249133090375,-13669651154.0,60.640991118508,,,73.27528900928914,60.66860081402894,,,,94.55352531773306,41.93521724237753,75.80750866909625,39.359008881492,,26.72471099071086,51.98674812628423,52.3652806584371,50.0,0.233371666971918,
2017-11-24,0.05828919588445913,39.087855791915445,,,,,,,6.253,4.9277628077653315,11.49,59.22414585100083,-0.013686508199529435,27.63296456771866,-175338767784.0,55.96165258416786,,,75.70712089502578,60.912144208084555,,,,95.07223719223467,40.77585414899917,72.36703543228134,44.03834741583214,,24.29287910497422,50.965508322270445,51.89868987971488,50.0,0.233371666971918,
2017-11-27,0.03891408398378049,36.64725414140335,,,,,,,6.253,4.458452064168633,12.43,57.325247606687824,0.018576110287991554,29.120679204504334,-462919163539.0,50.74535007048294,,,77.86955684908983,63.35274585859665,,,,95.54154793583136,42.674752393312176,70.87932079549566,49.25464992951706,,22.130443150910168,50.27964608164367,51.359008613691145,50.0,0.233371666971918,
2017-11-28,0.0428392398675812,35.09819809032641,,,,,,,6.253,4.033837581866859,12.0,56.89215524202972,-0.037235425057057014,32.84765911397709,-270888446297.0,46.441560116680336,,,79.78825362687871,64.9018019096736,,,,95.96616241813314,43.10784475797028,67.15234088602291,53.558439883319664,,20.211746373121287,49.72933183999801,50.8157830224601,50.0,0.233371666971918,
2017-11-29,0.04124000638825365,33.382998995527394,,,,,,,6.252999999999999,3.8008341538130246,12.23,55.78224476546453,-0.003859248331076426,34.74576565338668,-64669502640.0,44.36171387729884,,,81.48642448327575,66.6170010044726,,,,96.19916584618697,44.21775523453547,65.25423434661332,55.63828612270116,,18.513575516724245,49.634725209480486,50.42209708480023,50.0,0.233371666971918,
2017-11-30,0.023659130856903854,30.56305479649244,,,,,,,6.256,3.4388499486879747,13.2,52.05695161319807,-0.013939722141524502,37.18116514520321,-559277988778.0,40.25016743093478,,,83.0984505717922,69.43694520350756,,,,96.56115005131203,47.94304838680193,62.81883485479679,59.74983256906522,,16.9015494282078,49.868895296870086,50.23769648882352,50.0,0.233371666971918,
2017-12-01,0.021660537164813087,27.89038291111221,,,,,,,6.254999999999999,3.1113404297653102,13.26,48.64865539002123,-0.009649523363348234,39.0822786687893,-143929815350.0,37.852948159356714,,,84.36798589148546,72.10961708888779,,,,96.8886595702347,51.35134460997877,60.9177213312107,62.147051840643286,,15.63201410851454,50.3509897871155,50.275460921587516,50.0,0.233371666971918,
2017-12-04,0.03358502125707474,26.239775606356773,,,,,,,6.26,2.8150222935971856,13.23,45.602751702082706,-0.043089248031543015,41.93612060963022,105648184381.0,40.55931893178382,,,85.5544059804294,73.76022439364323,,,,97.18497770640282,54.397248297917294,58.06387939036978,59.44068106821618,,14.445594019570606,52.15647052513979,50.902464122771605,50.0,0.233371666971918,
2017-12-05,0.03555958484368804,24.91652831168905,,,,,,,6.259,2.5469249323022156,12.98,43.413827503698414,0.0004603730885639479,42.74190201793453,-4941610452.0,40.286851671462756,,,86.6278336799501,75.08347168831095,,,,97.45307506769778,56.586172496301586,57.25809798206547,59.713148328537244,,13.3721663200499,52.76311846664633,51.52268223739652,50.0,0.233371666971918,
2017-12-06,0.019140444914535593,22.77723873248641,,,,,,,6.26,2.3043606530353378,13.58,40.45075700825926,-0.0268931631531637,44.79369366248498,-245852699914.0,37.168073658912256,,,87.52344438012115,77.22276126751359,,,,97.69563934696467,59.54924299174074,55.20630633751502,62.831926341087744,,12.476555619878852,53.0130531552818,52.01947254335828,50.0,0.233371666971918,
2017-12-07,0.015804854968971105,20.840265937987123,,,,,,,6.26,2.084897733698639,13.66,37.69429791299043,-0.011979008006108849,45.96980447013947,-364054697024.0,33.8928073845185,,,88.18258724339003,79.15973406201287,,,,97.91510226630136,62.30570208700957,54.03019552986053,66.1071926154815,,11.817412756609968,53.07314489386977,52.37069666019545,50.0,0.233371666971918,
2017-12-08,0.0187404567601972,19.144078994398164,,,,,,,6.259,1.9997147295822153,13.04,36.25855978975778,-0.028847976635548722,47.903141308206315,-186374234676.0,31.912086499825126,,,88.85454038574291,80.85592100560183,,,,98.00028527041779,63.74144021024222,52.096858691793685,68.08791350017488,,11.145459614257092,53.1110098797905,52.6174677333938,50.0,0.233371666971918,
2017-12-11,0.019544750327731952,17.722439801586866,,,,,,,6.258999999999999,1.9982301823960031,12.46,36.50906732300837,-0.06497353791614913,50.82393057137034,-83621306634.0,31.178206757589322,,,89.61366957047186,82.27756019841314,,,,98.001769817604,63.49093267699163,49.17606942862966,68.82179324241068,,10.386330429528144,53.037144471596015,52.757359979461214,50.0,0.233371666971918,
2017-12-12,0.015971382380691734,16.319732389630776,,,,,,,6.259,1.9213012307845925,12.16,37.64274647440742,-0.10495692111382882,54.71371496139856,-390066760584.0,28.43561110267152,,,90.45167231735057,83.68026761036923,,,,98.0786987692154,62.35725352559258,45.28628503860144,71.56438889732848,,9.548327682649429,52.34462775785369,52.61978257225871,50.0,0.233371666971918,
2017-12-13,0.02207516918229957,15.332365586083174,,,,,,,6.26,1.73832016118606,11.18,41.69188777767624,-0.08080249017145302,57.59056448132583,-115715441529.0,27.654895306045205,,,91.24765817374802,84.66763441391683,,,,98.26167983881393,58.30811222232376,42.40943551867417,72.3451046939548,,8.752341826251978,51.10040409000224,52.113323078173224,50.0,0.233371666971918,
2017-12-14,0.017136657261843435,14.210263707216983,,,,,,,6.26,1.5727658601207208,11.76,43.390166039212744,-0.061806605328012854,59.36198464410205,340089818947.0,33.67566869337575,,,91.93004295840996,85.78973629278302,,,,98.42723413987927,56.609833960787256,40.63801535589795,66.32433130662426,,8.069957041590044,52.049575578841775,52.092073911729415,50.0,0.233371666971918,
2017-12-15,0.021335751754206767,13.417129348546458,,,,,,,6.26,1.4229786353473188,11.06,47.26986299995288,-0.07192288410982695,61.53159154874539,-147321219681.0,32.01797084351532,,,92.54743871596123,86.58287065145355,,,,98.57702136465268,52.73013700004712,38.46840845125461,67.98202915648469,,7.452561284038765,50.58784149857317,51.590663107344,50.0,0.233371666971918,
2017-12-18,0.021984494874306648,12.807645016270522,,,,,,,6.260000000000001,1.287456860552336,11.4,49.570692374107026,-0.046833959658470814,62.171817901623754,-114426157479.0,30.971663718584914,,,93.143827772491,87.19235498372947,,,,98.71254313944766,50.429307625892974,37.828182098376246,69.02833628141508,,6.856172227509006,49.60814250653396,50.92982290707399,50.0,0.233371666971918,
2017-12-19,0.02197426061056751,12.252321127677758,,,,,,,6.2589999999999995,1.5427708708096337,11.75,50.518608293126306,-0.038553106560034855,62.486520051582495,131777417116.0,34.9380812329147,,,93.68341787125601,87.74767887232224,,,,98.45722912919037,49.481391706873694,37.513479948417505,65.0619187670853,,6.316582128743988,50.141560816445136,50.66706887686438,50.0,0.233371666971918,
2017-12-20,0.01850267882554868,11.470789855952875,,,,,,,6.259,1.660390576235172,11.87,50.99831755621481,-0.05366085231157536,63.41372978211962,-378241529835.0,31.91298808450408,,,94.13382554186957,88.52921014404713,,,,98.33960942376483,49.00168244378519,36.58627021788038,68.08701191549592,,5.8661744581304305,49.27018339707583,50.20144038360153,50.0,0.233371666971918,
2017-12-21,-0.0007338536568288756,10.487802754181775,,,,,,,6.258,1.9935657745680286,12.72,49.08918073680206,0.005221161729825674,61.4559595987885,-299744385335.0,29.516135099887666,,,94.54133724385326,89.51219724581823,,,,98.00643422543197,50.91081926319794,38.5440404012115,70.48386490011234,,5.458662756146737,48.89224968368555,49.76504348362954,45.0,0.233371666971918,
2017-12-22,0.0035795305143664358,9.59780793405562,,,,,,,6.2589999999999995,2.219424211759585,11.92,49.705025957635726,0.005347988024218431,59.64685082369602,353192957437.0,35.435233344342805,,,94.8344525176813,90.40219206594438,,,,97.78057578824041,50.294974042364274,40.35314917630398,64.5647666556572,,5.165547482318701,49.68271192275079,49.73759963000329,45.0,0.233371666971918,
2017-12-26,-0.0039035461021265094,8.791956096180193,,,,,,,6.2589999999999995,2.4237723215995643,12.93,47.38995923755856,0.008821181107068199,57.896659437614616,71589597298.0,37.88055503641598,,,95.213030735952,91.2080439038198,,,,97.57622767840044,52.61004076244144,42.103340562385384,62.11944496358402,,4.786969264047997,50.63828288713789,50.037827382381494,50.0,0.233371666971918,
2017-12-27,9.493485095868337e-05,8.116047444566584,,,,,,,6.264000000000001,2.192936862399606,12.9,45.408753747057894,0.06398622266348042,54.61247267333688,-14631352482.0,37.90100104201808,,,95.47996809594449,91.88395255543341,,,,97.8070631376004,54.591246252942106,45.38752732666312,62.09899895798192,,4.520031904055514,50.81152886602625,50.29572787692975,50.0,0.233371666971918,
2017-12-28,0.013791105461247843,7.664117832403475,,,,,,,6.264,1.9840857326472625,12.06,45.9593939797644,0.040126278225506073,52.17016612999565,141453588166.0,41.35865324814486,,,95.75927574515914,92.33588216759652,,,,98.01591426735274,54.0406060202356,47.82983387000435,58.64134675185514,,4.240724254840856,51.09484871161671,50.562101488492075,50.0,0.233371666971918,
2017-12-29,,7.664117832403475,,,,,,,6.264,1.7951251866808566,,45.9593939797644,,52.17016612999565,,41.35865324814486,,,96.04977556081292,92.33588216759652,,,,98.20487481331914,54.0406060202356,47.82983387000435,58.64134675185514,,3.9502244391870818,51.12001068337558,50.74807122011991,50.0,0.233371666971918,
2018-01-02,0.017371969667085985,7.564046608703996,0.3495440729483283,,,,1.1743735768291905,,6.267,1.6241608831874417,12.66,44.64352661710905,0.04169673602590729,49.75210084266774,350169125989.0,46.56031552335888,,,96.3126087273568,92.43595339129601,,,,98.37583911681256,55.35647338289095,50.24789915733226,53.43968447664112,,3.6873912726431968,52.46129259796333,51.31914501273438,50.0,0.233371666971918,
2018-01-03,0.020483413346536805,7.743132116869753,0.08226877874297393,,,,0.721244236634071,,6.2669999999999995,1.4694788943124473,12.64,43.717536931730564,0.03879038462633,47.92385843437134,459978118885.0,51.23408743874572,,,96.55041016375367,92.25686788313024,,,,98.53052110568755,56.282463068269436,52.07614156562866,48.76591256125428,,3.449589836246332,53.661934088974654,52.100074704814475,50.0,0.233371666971918,
