date,f01_raw,f01_score,f02_raw,f02_score,f03_raw,f03_score,f04_raw,f04_score,f05_raw,f05_score,f06_raw,f06_score,f07_raw,f07_score,f08_raw,f08_score,f09_raw,f09_score,f10_score,f01_c,f02_c,f03_c,f04_c,f05_c,f06_c,f07_c,f08_c,f09_c,f10_c,index_score_total_raw,index_score_total,bucket_5pt,w_f08_applied,prob_up_10d
2017-02-02,,,,,,,,,6.1960000000000015,0.365066089607231,12.21,64.68302893221286,0.036226287922912714,43.265677855841794,29150505423.0,50.069518264383476,,,28.194625223393448,,,,,99.63493391039277,35.31697106778714,56.734322144158206,49.930481735616524,,71.80537477660656,53.34140065645313,53.75674407874622,50.0,0.26774121099684645,
2017-02-03,,,,,,,,,6.196000000000001,0.6745319697708563,11.93,64.56222942879654,0.03345659862511452,43.2926025454544,-97620323826.0,47.15929701272326,,,25.5094228211655,,,,,99.32546803022915,35.43777057120346,56.7073974545456,52.84070298727674,,74.4905771788345,52.61426870054459,53.375918952679015,50.0,0.26774121099684645,
2017-02-06,,,,,,,,,6.200000000000001,0.6102908297926795,11.96,64.38016971268625,0.02673688106027794,43.40230177392964,24155728409.0,46.91348903560791,,,23.980854881955402,,,,,99.38970917020733,35.61983028731375,56.59769822607036,53.08651096439209,,76.0191451180446,52.679534985896,53.14379096375134,50.0,0.26774121099684645,
2017-02-07,,,,,,,,,6.199,0.6642127115491185,11.71,64.82468869696557,-0.006685649767825819,44.03065398593634,-194669328369.0,43.69270323176317,,,21.696963940816794,,,,,99.33578728845089,35.175311303034434,55.96934601406366,56.30729676823683,,78.3030360591832,51.78555217398503,52.69104470049591,50.0,0.26774121099684645,
2017-02-08,,,,,,,,,6.202,0.6009543580682501,11.31,66.2699564401117,-0.02597788885288832,44.965463496433244,-214676701615.0,40.42785194358404,,,20.131839555475846,,,,,99.39904564193175,33.7300435598883,55.034536503566756,59.57214805641596,,79.86816044452415,50.556419010719964,51.97950280390393,50.0,0.26774121099684645,
2017-02-09,,,,,,,,,6.2010000000000005,0.6531896846671141,10.92,69.15011562743217,-0.013903742048972934,45.58924330773974,97325235571.0,43.000614659920444,,,21.677724965776846,,,,,99.34681031533289,30.84988437256783,54.41075669226026,56.999385340079556,,78.32227503422315,50.21524657010404,51.3914173926373,50.0,0.26774121099684645,
2017-02-10,,,,,,,,,6.204,0.5909811432702461,10.39,71.9787307784047,0.013099885794067179,45.36965652505522,-112526369649.0,40.76629230040969,,,23.27618339394462,,,,,99.40901885672976,28.021269221595304,54.63034347494478,59.23370769959031,,76.72381660605538,48.50191050535079,50.42824843020847,50.0,0.26774121099684645,
2017-02-13,,,,,,,,,6.206,0.534697224863556,10.49,74.43097286877308,0.043231946326339754,44.6901934386354,55609535458.0,42.29504368305465,,,24.676040551121687,,,,,99.46530277513645,25.569027131226918,55.3098065613646,57.70495631694535,,75.32395944887831,47.872300330212546,49.576265730209826,45.0,0.26774121099684645,
2017-02-14,,,,,,,,,6.206000000000001,0.4837736796384554,10.47,76.65210011829603,0.01803732666430702,44.57477128920014,-135784495686.0,39.87208072126561,,,26.13546526053867,,,,,99.51622632036154,23.347899881703967,55.42522871079986,60.12791927873439,,73.86453473946133,46.35212403157279,48.501551830664155,45.0,0.26774121099684645,
2017-02-15,,,,,,,,,6.203000000000001,0.7516717384065358,10.19,78.76988952501917,0.01805524928081015,44.41118762900422,-3352197896.0,39.67262329807629,,,27.291288086989425,,,,,99.24832826159347,21.230110474980833,55.58881237099578,60.32737670192371,,72.70871191301057,45.405863228776376,47.4696556300349,45.0,0.26774121099684645,
2017-02-16,,,,,,,,,6.199999999999999,1.4047216349558092,10.14,80.6871475608363,0.022182344210840643,44.20569558117149,148400240514.0,43.53425729061952,,,28.40872638764781,,,,,98.5952783650442,19.312852439163706,55.79430441882851,56.46574270938048,,71.59127361235218,45.5443241656844,46.8278784752514,45.0,0.26774121099684645,
2017-02-17,,,,,,,,,6.199,2.0901910542585336,10.02,82.42294717201959,-0.0005681681120972559,44.889809229525525,296288280176.0,48.49786839751704,,,29.83394234843408,,,,,97.90980894574146,17.57705282798041,55.110190770474475,51.50213160248296,,70.16605765156592,46.164140198414685,46.6066323829725,45.0,0.26774121099684645,
2017-02-20,,,,,,,,,6.2010000000000005,2.3977108525358357,10.17,83.78973254119745,-0.014554508138484135,45.96357821353679,53313261486.0,49.10175804322202,,,32.0946553220526,,,,,97.60228914746416,16.210267458802548,54.03642178646321,50.89824195677798,,67.9053446779474,45.864272267683866,46.359179011209626,45.0,0.26774121099684645,
2017-02-21,,,,,,,,,6.200999999999999,2.871111823973525,10.0,85.23225041468017,-0.004757108613969052,46.476699464757225,125310963376.0,51.517598715904015,,,35.76071055748737,,,,,97.12888817602648,14.767749585319834,53.523300535242775,48.482401284095985,,64.23928944251263,45.87528984142909,46.19788262128278,45.0,0.26774121099684645,
2017-02-22,,,,,,,,,6.202,2.994497999468109,9.72,86.53845212957279,0.028775802003158768,45.73288681732003,481345796648.0,56.03471964020388,,,38.556478987228324,,,,,97.00550200053189,13.46154787042721,54.26711318267997,43.96528035979612,,61.443521012771676,46.399535046643706,46.26510009640309,45.0,0.26774121099684645,
2017-02-23,,,,,,,,,6.202,3.10204212715745,9.79,87.622091609296,0.027302839561111014,45.136772283339674,12478337702.0,54.66633364272415,,,41.233639718603406,,,,,96.89795787284255,12.377908390703993,54.863227716660326,45.33366635727585,,58.766360281396594,45.4587365464416,45.996312246415926,45.0,0.26774121099684645,
2017-02-24,,,,,,,,,6.204,3.0009730032882276,10.19,88.01547120075234,0.010718148492674606,45.414408070826184,17293334935.0,53.58372749314708,,,43.80013290557624,,,,,96.99902699671178,11.984528799247656,54.585591929173816,46.41627250685292,,56.19986709442376,45.02347289802689,45.67203246361959,45.0,0.26774121099684645,
2017-02-27,,,,,,,,,6.205,2.907566242994303,10.62,87.9906741379013,-0.018401690819357164,46.70583196640074,-207992811620.0,49.5495143791253,,,46.049237422862184,,,,,97.0924337570057,12.009325862098706,53.29416803359926,50.4504856208747,,53.950762577137816,44.109995460724676,45.15135346265462,45.0,0.26774121099684645,
2017-02-28,,,,,,,,,6.204000000000001,2.9163694579472264,10.64,87.88381820749991,-0.012321411501733381,47.56205773451929,65261608622.0,50.50631868549047,,,48.753542853489066,,,,,97.08363054205277,12.116181792500086,52.43794226548071,49.49368131450953,,51.246457146510934,44.46966020926141,44.92412237819022,40.0,0.26774121099684645,
2017-03-02,,,,,,,,,6.2059999999999995,2.827210273361964,10.55,87.89488314011896,0.01660207870594599,47.19900461694603,684421936202.0,55.22000262020566,,,53.42484332479466,,,,,97.17278972663803,12.105116859881036,52.80099538305397,44.77999737979434,,46.57515667520534,45.584567976679324,45.14427091101992,45.0,0.26774121099684645,
2017-03-03,,,,,,,,,6.206999999999999,2.557952152089396,10.97,87.1618485364867,0.034243925192935176,45.99604239005288,-21018563695.0,52.97839935321766,,,57.653533194482954,,,,,97.4420478479106,12.838151463513299,54.00395760994712,47.02160064678234,,42.346466805517046,45.0352749306373,45.10793891755905,45.0,0.26774121099684645,
2017-03-06,,,,,,,,,6.205,2.6841943419505068,11.28,85.39666781685865,0.05521427752218422,44.63521140749267,334772066890.0,56.89642294422774,,,57.99989408840317,,,,,97.3158056580495,14.603332183141347,55.36478859250733,43.10357705577226,,42.00010591159683,46.51182578815664,45.57590120775825,45.0,0.26774121099684645,
2017-03-07,,,,,,,,,6.207000000000001,2.4285567855742682,11.19,84.10600042422209,0.11320727303998646,42.90862213976818,56061860366.0,56.84063786493466,,,58.35248776184805,,,,,97.57144321442573,15.893999575777912,57.09137786023182,43.15936213506534,,41.64751223815195,46.76439306005705,45.972065158524515,45.0,0.26774121099684645,
2017-03-08,,,,,,,,,6.208,2.197265663138624,11.3,82.50616155598115,0.13073217441487306,41.316417763645134,161367331426.0,59.394276749592905,,,60.11340371435375,,,,,97.80273433686138,17.49383844401885,58.683582236354866,40.605723250407095,,39.88659628564625,47.81457533418103,46.58623521707669,45.0,0.26774121099684645,
2017-03-09,,,,,,,,,6.209,1.9880022666492312,11.96,79.3649851719648,0.12253762755651953,39.958551646099096,450545655554.0,62.89867669634369,,,61.332762090764504,,,,,98.01199773335077,20.635014828035196,60.041448353900904,37.10132330365631,,38.667237909235496,49.73865284522989,47.63704109312776,45.0,0.26774121099684645,
2017-03-10,,,,,,,,,6.21,1.7986687174445426,10.67,79.98251578451803,0.11496191977605497,38.810782607821665,176862533686.0,64.99457990405939,,,60.597094027137445,,,,,98.20133128255546,20.01748421548197,61.189217392178335,35.00542009594061,,39.402905972862555,49.9513912770961,48.408491154450545,45.0,0.26774121099684645,
2017-03-13,,,,,,,,,6.2090000000000005,1.6273669348307767,10.7,80.4648218023699,0.07218574317891013,38.28912077215611,468914857777.0,68.06140674007688,,,59.00475659792513,,,,,98.37263306516923,19.535178197630103,61.71087922784389,31.938593259923124,,40.99524340207487,50.58328983626857,49.133424048389884,45.0,0.26774121099684645,
2017-03-14,,,,,,,,,6.210000000000001,1.472379607704036,11.11,79.76799574006307,0.06177945840391019,37.88929108822782,405110765938.0,70.48589357611894,,,57.23325981755516,,,,,98.52762039229596,20.23200425993693,62.11070891177218,29.51410642388106,,42.76674018244484,51.5032750406865,49.92337437915543,45.0,0.26774121099684645,
2017-03-15,,,,,,,,,6.209,1.5918932381391488,11.38,78.1125029172873,0.06938842461651706,37.49106004825749,104720264467.0,70.06390808044662,,,55.591996977788,,,,,98.40810676186085,21.8874970827127,62.50893995174251,29.936091919553377,,44.408003022212,51.965490703853,50.60407982072129,50.0,0.26774121099684645,
2017-03-16,,,,,,,,,6.199,3.5852865033185175,11.27,77.16672341867118,-0.007177572825988632,39.52894850927,345106854943.0,72.13574367451665,,,54.0693268271453,,,,,96.41471349668149,22.833276581328818,60.47105149073,27.864256325483353,,45.9306731728547,52.83568882708908,51.347949489510555,50.0,0.26774121099684645,
2017-03-17,,,,,,,,,6.196,5.96491908123376,11.25,76.33831818531854,-0.027959371073745132,42.1483788448602,249916124224.0,73.67408125678061,,,52.37458234874304,,,,,94.03508091876624,23.661681814681458,57.8516211551398,26.32591874321939,,47.62541765125696,53.53653109457876,52.07747669119996,50.0,0.26774121099684645,
2017-03-20,,,,,,,,,6.199,7.503869054955281,11.74,74.08500897039025,-0.028348186516786944,44.655986656736864,-131792027229.0,68.10308032076068,,,50.90016535205276,,,,,92.49613094504471,25.91499102960975,55.344013343263136,31.896919679239318,,49.09983464794724,53.00313594881865,52.386029777072864,50.0,0.26774121099684645,
2017-03-21,,,,,,,,,6.202,8.209432068936149,12.64,70.31627233857053,-0.05098924045642317,47.366681219894545,366913081623.0,70.46663019328832,,,49.34923385332246,,,,,91.79056793106385,29.683727661429472,52.633318780105455,29.533369806711676,,50.65076614667754,55.34915587332803,53.37373847582459,50.0,0.26774121099684645,
2017-03-22,,,,,,,,,6.2010000000000005,9.166711830486744,13.16,66.04220797215696,-0.04593222542038067,49.54249881394714,-116808815205.0,65.42636633193922,,,48.005315889967484,,,,,90.83328816951325,33.95779202784304,50.45750118605286,34.57363366806078,,51.994684110032516,55.77087428801966,54.172783746556284,50.0,0.26774121099684645,
2017-03-23,,,,,,,,,6.201999999999999,10.017829587189155,12.75,62.98228754416685,-0.05985310044392822,51.94196007978676,27682752460.0,63.25325483862824,,,47.11711868930571,,,,,89.98217041281085,37.01771245583315,48.05803992021324,36.74674516137176,,52.88288131069429,56.548737960706404,54.964768484606324,50.0,0.26774121099684645,
2017-03-24,,,,,,,,,6.2010000000000005,10.854552369687216,12.36,60.92486114422978,-0.03193697435682785,53.44351943726738,-87828831536.0,59.19957867994115,,,46.19007667795217,,,,,89.14544763031279,39.07513885577022,46.55648056273262,40.80042132005885,,53.80992332204783,56.318964894138155,55.41616728778361,55.0,0.26774121099684645,
2017-03-27,,,,,,,,,6.204000000000001,10.870018729959137,12.97,57.7272960210105,-0.0522461146958646,55.324696280257136,-9399090569.0,56.49192649796873,,,44.96562493084562,,,,,89.12998127004086,42.2727039789895,44.675303719742864,43.50807350203127,,55.03437506915438,57.09304619433226,55.97512692329983,55.0,0.26774121099684645,
2017-03-28,,,,,,,,,6.205,10.715130991771751,12.25,56.34568106501434,-0.05064410429964172,56.85839867533469,61568208311.0,56.35790928508712,,,44.17816043328147,,,,,89.28486900822824,43.65431893498566,43.14160132466531,43.64209071491288,,55.82183956671853,57.8476272783661,56.59929370832192,55.0,0.26774121099684645,
2017-03-29,,,,,,,,,6.2059999999999995,10.488293119539522,11.55,56.66169863465283,-0.05976633723046865,58.5621202060147,-72050691167.0,53.07132168610723,,,43.17417978595596,,,,,89.51170688046048,43.33830136534717,41.4378797939853,46.92867831389277,,56.82582021404404,57.16669362097118,56.78842701253835,55.0,0.26774121099684645,
2017-03-30,,,,,,,,,6.2059999999999995,10.276499756718364,11.2,58.17010828849542,-0.08051174839783393,60.60382304353711,85057627141.0,53.88992596997004,,,42.322756400077694,,,,,89.72350024328163,41.82989171150458,39.39617695646289,46.11007403002996,,57.677243599922306,57.18255376713639,56.91980259740437,55.0,0.26774121099684645,
2017-03-31,,,,,,,,,6.207000000000001,9.76616956911521,11.06,60.10746908904013,-0.09050296506926525,62.94141273953217,51165220864.0,53.55881141478202,,,41.52331021231519,,,,,90.2338304308848,39.89253091095987,37.05858726046783,46.44118858521798,,58.47668978768481,56.82872771745528,56.88944430408801,55.0,0.26774121099684645,
2017-04-03,,,,,,,,,6.2090000000000005,8.990916873024485,11.01,62.033221447460974,-0.11854829855038385,65.63046586798009,44306670922.0,53.14181298183635,,,42.878443752988076,,,,,91.00908312697551,37.966778552539026,34.36953413201991,46.85818701816365,,57.121556247011924,56.509004476600275,56.76263102825877,55.0,0.26774121099684645,
2017-04-04,,,,,,,,,6.212,8.134639075593581,10.94,64.10051820469079,-0.1707459204215811,68.62636232253215,-47444780159.0,50.63585634477412,,,43.89085596030584,,,,,91.86536092440642,35.899481795309214,31.373637677467855,49.36414365522588,,56.10914403969416,55.645385167550366,56.39021574135597,55.0,0.26774121099684645,
