date,f01_raw,f01_score,f02_raw,f02_score,f03_raw,f03_score,f04_raw,f04_score,f05_raw,f05_score,f06_raw,f06_score,f07_raw,f07_score,f08_raw,f08_score,f10_score,index_score_total_raw,index_score_total,bucket_5pt,w_f08_applied
2017-06-29,0.10540567992351857,,,,,,,,6.239000000000001,,11.65,,0.01343277289841116,,,,,0.0,0.0,0.0,
2017-06-30,0.10102318590396497,,,,,,,,6.24,,12.0,,0.027892719717327097,,,,,0.0,0.0,0.0,
2017-07-03,0.10169491525423724,,,,,,,,6.241999999999999,,12.3,,0.07129527533231328,,,,,0.0,0.0,0.0,
2017-07-04,0.09332269521828573,,,,,,,,6.241000000000001,,14.03,,0.10686702024438421,,,,,0.0,0.0,0.0,
2017-07-05,0.09633730434579557,,,,,,,,6.241,,13.18,,0.10427306666674996,,,,,0.0,0.0,0.0,
2017-07-06,0.09513687314755859,,,,,,,,6.239,,12.99,,0.09478326341753762,,,,,0.0,0.0,0.0,
2017-07-07,0.08939353049067522,,,,,,,,6.241,,12.97,,0.14487122824875787,,,,,0.0,0.0,0.0,
2017-07-10,0.09071975597237869,,,,,,,,6.24,,12.55,,0.04209818919739727,,,,,0.0,0.0,0.0,
2017-07-11,0.09659337440654081,,,,,,,,6.239999999999999,,12.09,,0.08307831571759472,,,,,0.0,0.0,0.0,
2017-07-12,0.09501510071848185,,,,,,,,6.24,,11.73,,0.06288292120074823,,,,,0.0,0.0,0.0,
2017-07-13,0.10306670326470102,,,,,,,,6.243,,10.93,,0.03198826984413872,,,,,0.0,0.0,0.0,
2017-07-14,0.10490093458568661,,,,,,,,6.243,,10.43,,0.021158208685288615,,,,,0.0,0.0,0.0,
2017-07-17,0.10742079013910133,,,,,,,,6.243,,10.78,,0.039393076421804674,,,,,0.0,0.0,0.0,
2017-07-18,0.10637413160133669,,,,,,,,6.244999999999999,,10.74,,0.03125068847824153,,,,,0.0,0.0,0.0,
2017-07-19,0.10571051582673219,,,,,,,,6.244999999999999,,10.62,,0.01863119446514938,,,,,0.0,0.0,0.0,
2017-07-20,0.10992805564118058,,,,,,,,6.244999999999999,,10.39,,0.0036357256885495293,,,,,0.0,0.0,0.0,
2017-07-21,0.11233663214651846,,,,,,,,6.247,,9.82,,-0.003488503237264462,,,,,0.0,0.0,0.0,
2017-07-24,0.11140885819194701,,,,,,,,6.246,,10.06,,0.0020679605787787825,,,,,0.0,0.0,0.0,
2017-07-25,0.1033911450784104,,,,,,,,6.244000000000001,,10.36,,0.002598093283749048,,,,,0.0,0.0,0.0,
2017-07-26,0.099408316931342,,,,,,,,6.244,,10.52,,-0.009353760020768709,,,,,0.0,0.0,0.0,
2017-07-27,0.10140287888451471,,,,,,,,6.241,,10.38,,-0.013117026375211172,,,,,0.0,0.0,0.0,
2017-07-28,0.07809065008183214,,,,,,,,6.241,,12.93,,0.017426748062973507,,,,,0.0,0.0,0.0,
2017-07-31,0.0783284633743988,,,,,,,,6.24,,12.79,,0.0009504165857370239,,,,,0.0,0.0,0.0,
2017-08-01,0.08530621902646152,,,,,,,,6.244000000000001,,11.66,,-0.027972880283882562,,,,,0.0,0.0,0.0,
2017-08-02,0.0860560913494568,,,,,,,,6.243,,11.41,,-0.0338103280727462,,,,,0.0,0.0,0.0,
2017-08-03,0.06634948099248894,,,,,,,,6.244,,13.48,,-0.014313744841850884,,,,,0.0,0.0,0.0,
2017-08-04,0.06903133606203604,,,,,,,,6.243,,12.78,,-0.04797269366616086,,,,,0.0,0.0,0.0,
2017-08-07,0.06942035482029385,,,,,,,,6.246,,12.62,,0.008005329808579376,,,,,0.0,0.0,0.0,
2017-08-08,0.06623706906875504,,,,,,,,6.248000000000001,,12.54,,0.043606070290804544,,,,,0.0,0.0,0.0,
2017-08-09,0.05187577262844689,,,,,,,,6.24,,15.7,,0.08403180054004644,,,,,0.0,0.0,0.0,
2017-08-10,0.046810705176391965,,,,,,,,6.239000000000001,,16.55,,0.10454883489995326,,,,,0.0,0.0,0.0,
2017-08-11,0.026654211520612314,,,,,,,,6.242999999999999,,18.96,,0.10119697988896603,,,,,0.0,0.0,0.0,
2017-08-14,0.03313261339420692,,,,,,,,6.242999999999999,,16.75,,0.09160302531959008,,,,,0.0,0.0,0.0,
2017-08-16,0.039607432103305085,,,,,,,,6.242000000000001,,14.09,,0.11172453729795939,,,,,0.0,0.0,0.0,
2017-08-17,0.04473954604575758,,,,,,,,6.244,,12.19,,0.08550293159450595,,,,,0.0,0.0,0.0,
2017-08-18,0.04149471089952139,,,,,,,,6.247,,13.1,,0.0758602154629866,,,,,0.0,0.0,0.0,
2017-08-21,0.03954915400252412,,,,,,,,6.248,,13.41,,0.10634493371982079,,,,,0.0,0.0,0.0,
2017-08-22,0.04245804151877097,,,,,,,,6.2459999999999996,,12.65,,0.12314160535281071,,,,,0.0,0.0,0.0,
2017-08-23,0.04258118203411554,,,,,,,,6.246,,12.61,,0.12115326019470518,,,,,0.0,0.0,0.0,
2017-08-24,0.04492803841251414,,,,,,,,6.247,,12.17,,0.09970770246055305,,,,,0.0,0.0,0.0,
2017-08-25,0.045463291980183396,,,,,,,,6.247000000000001,,12.18,,0.0724455516579725,,,,,0.0,0.0,0.0,
2017-08-28,0.03879668863041652,,,,,,,,6.247999999999999,,13.05,,0.0497518950071727,,,,,0.0,0.0,0.0,
2017-08-29,0.03474689736855652,,,,,,,,6.247000000000001,,13.72,,0.06712644146675828,,,,,0.0,0.0,0.0,
2017-08-30,0.03700158284653021,,,,,,,,6.244999999999999,,12.94,,0.04258532149810956,,,,,0.0,0.0,0.0,
2017-08-31,0.03135744143061969,,,,,,,,6.244,,13.64,,0.04706760363484874,,,,,0.0,0.0,0.0,
2017-09-01,0.028717454251519614,,,,,,,,6.244,,13.36,,0.02454700124754461,,,,,0.0,0.0,0.0,
2017-09-04,0.015783429189219156,,,,,,,,6.242999999999999,,15.23,,0.07001925405085796,,,,,0.0,0.0,0.0,
2017-09-05,0.014437399944163598,,,,,,,,6.243,,16.12,,0.04004053890592285,,,,,0.0,0.0,0.0,
2017-09-06,0.010656866293010214,,,,,,,,6.242000000000001,,16.29,,0.0031536413900481453,,,,,0.0,0.0,0.0,
2017-09-07,0.022345392281956755,,,,,,,,6.243,,14.66,,-0.042727312550334906,,,,,0.0,0.0,0.0,
2017-09-08,0.022901439987564,,,,,,,,6.241999999999999,,14.99,,-0.06294705836277381,,,,,0.0,0.0,0.0,
2017-09-11,0.029857798984840755,,,,,,,,6.242999999999999,,13.89,,-0.07021547409970585,,,,,0.0,0.0,0.0,
2017-09-12,0.030859226910706195,,,,,,,,6.243,,13.46,,-0.06684397715338508,,,,,0.0,0.0,0.0,
2017-09-13,0.02858702138186886,,,,,,,,6.244,,13.4,,-0.08820351301684881,,,,,0.0,0.0,0.0,
2017-09-14,0.035996124926308104,,,,,,,,6.244,,11.53,,-0.07026246740627129,,,,,0.0,0.0,0.0,
2017-09-15,0.03894942536349477,,,,,,,,6.244000000000001,,11.12,,-0.05504002135654806,,,,,0.0,0.0,0.0,
