factor,n,target_index,horizon_days,ic_spearman,ic_pearson,auc_hit_up,p_up_top20,p_up_bottom20,delta_p_up,p_up_all
f04,1713,k200_close,10,0.09583695857690532,0.1024406337835239,0.5439914695575695,0.6472303206997084,0.5481049562682215,0.0991253644314869,0.5528312901342674
f07,1713,k200_close,10,0.09259926178735214,0.048753968017556396,0.5468216244234232,0.5510204081632653,0.45348837209302323,0.09753203607024202,0.5528312901342674
f01,1713,k200_close,10,0.08952573412353595,0.12738563741071654,0.5280389356522315,0.6530612244897959,0.5860058309037901,0.06705539358600576,0.5528312901342674
f02,1713,k200_close,10,0.022353811276956202,0.018358301562611465,0.5141714525187413,0.5830903790087464,0.5539358600583091,0.029154518950437303,0.5528312901342674
f03,1713,k200_close,10,-0.016849932305705372,0.03069504381677897,0.46993046614153255,0.5102040816326531,0.5860058309037901,-0.07580174927113703,0.5528312901342674
f08,1713,k200_close,10,-0.023791689278117763,0.006040926235372049,0.48973879311057866,0.5494186046511628,0.6064139941690962,-0.05699538951793348,0.5528312901342674
f10,1713,k200_close,10,-0.07583898559170328,-0.03977499007034044,0.459768514561581,0.436046511627907,0.5763688760806917,-0.14032236445278468,0.5528312901342674
f05,1713,k200_close,10,-0.096224201576597,-0.07449666412288268,0.4515323916945363,0.46355685131195334,0.5918367346938775,-0.1282798833819242,0.5528312901342674
f06,1713,k200_close,10,-0.24196814625115529,-0.189020526989823,0.39404771423293566,0.478134110787172,0.6793002915451894,-0.20116618075801745,0.5528312901342674
