date,금융투자_value_net,보험_value_net,투신_value_net,사모_value_net,은행_value_net,기타금융_value_net,연기금_value_net,기타법인_value_net,개인_value_net,외국인_value_net,기타외국인_value_net,전체_value_net,금융투자_value_buy,보험_value_buy,투신_value_buy,사모_value_buy,은행_value_buy,기타금융_value_buy,연기금_value_buy,기타법인_value_buy,개인_value_buy,외국인_value_buy,기타외국인_value_buy,전체_value_buy,금융투자_value_sell,보험_value_sell,투신_value_sell,사모_value_sell,은행_value_sell,기타금융_value_sell,연기금_value_sell,기타법인_value_sell,개인_value_sell,외국인_value_sell,기타외국인_value_sell,전체_value_sell,금융투자_vol_net,보험_vol_net,투신_vol_net,사모_vol_net,은행_vol_net,기타금융_vol_net,연기금_vol_net,기타법인_vol_net,개인_vol_net,외국인_vol_net,기타외국인_vol_net,전체_vol_net,금융투자_vol_buy,보험_vol_buy,투신_vol_buy,사모_vol_buy,은행_vol_buy,기타금융_vol_buy,연기금_vol_buy,기타법인_vol_buy,개인_vol_buy,외국인_vol_buy,기타외국인_vol_buy,전체_vol_buy,금융투자_vol_sell,보험_vol_sell,투신_vol_sell,사모_vol_sell,은행_vol_sell,기타금융_vol_sell,연기금_vol_sell,기타법인_vol_sell,개인_vol_sell,외국인_vol_sell,기타외국인_vol_sell,전체_vol_sell
2015-01-02,0,0,0,0,0,0,0,0,-5418310,5418310,0,0,0,0,0,0,0,0,0,0,20555260,5418310,0,25973570,0,0,0,0,0,0,0,0,25973570,0,0,25973570,0,0,0,0,0,0,0,0,-1752,1752,0,0,0,0,0,0,0,0,0,0,6655,1752,0,8407,0,0,0,0,0,0,0,0,8407,0,0,8407
2015-01-05,0,0,0,0,0,0,0,0,1132300,-1132300,0,0,0,0,0,0,0,0,0,0,255666640,0,0,255666640,0,0,0,0,0,0,0,0,254534340,1132300,0,255666640,0,0,0,0,0,0,0,0,324,-324,0,0,0,0,0,0,0,0,0,0,71845,0,0,71845,0,0,0,0,0,0,0,0,71521,324,0,71845
2015-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546717210,0,0,546717210,0,0,0,0,0,0,0,0,546717210,0,0,546717210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131898,0,0,131898,0,0,0,0,0,0,0,0,131898,0,0,131898
2015-01-07,0,0,0,0,0,0,0,0,13447665,-14475715,1028050,0,0,0,0,0,0,0,0,0,4731065625,0,1152700,4732218325,0,0,0,0,0,0,0,0,4717617960,14475715,124650,4732218325,0,0,0,0,0,0,0,0,3228,-3478,250,0,0,0,0,0,0,0,0,0,1125505,0,280,1125785,0,0,0,0,0,0,0,0,1122277,3478,30,1125785
2015-01-08,0,0,0,0,0,0,0,-8471050,39159865,-27792045,-2896770,0,0,0,0,0,0,0,0,2983200,8172028055,7400990,7054555,8189466800,0,0,0,0,0,0,0,11454250,8132868190,35193035,9951325,8189466800,0,0,0,0,0,0,0,-1834,8532,-6148,-550,0,0,0,0,0,0,0,0,660,1741533,1578,1500,1745271,0,0,0,0,0,0,0,2494,1733001,7726,2050,1745271
2015-01-09,0,0,0,0,0,0,0,4435645,6795010,-10309575,-921080,0,0,0,0,0,0,0,0,8876610,2692425200,16068230,0,2717370040,0,0,0,0,0,0,0,4440965,2685630190,26377805,921080,2717370040,0,0,0,0,0,0,0,1000,1447,-2247,-200,0,0,0,0,0,0,0,0,1991,603668,3596,0,609255,0,0,0,0,0,0,0,991,602221,5843,200,609255
2015-01-12,0,0,0,0,0,0,0,-10210,-30611085,28126540,2494755,0,0,0,0,0,0,0,0,1487500,1480047765,36543695,2494755,1520573715,0,0,0,0,0,0,0,1497710,1510658850,8417155,0,1520573715,0,0,0,0,0,0,0,0,-7023,6457,566,0,0,0,0,0,0,0,0,340,336719,8344,566,345969,0,0,0,0,0,0,0,340,343742,1887,0,345969
2015-01-13,0,0,0,0,0,0,0,0,12174085,-11871275,-302810,0,0,0,0,0,0,0,0,0,793556940,6548805,181740,800287485,0,0,0,0,0,0,0,0,781382855,18420080,484550,800287485,0,0,0,0,0,0,0,0,2734,-2666,-68,0,0,0,0,0,0,0,0,0,182738,1510,42,184290,0,0,0,0,0,0,0,0,180004,4176,110,184290
2015-01-14,0,0,0,0,0,0,0,-16540,-50275620,50126760,165400,0,0,0,0,0,0,0,0,1294170,1184050705,61405580,165400,1246915855,0,0,0,0,0,0,0,1310710,1234326325,11278820,0,1246915855,0,0,0,0,0,0,0,0,-12089,12049,40,0,0,0,0,0,0,0,0,301,280499,14685,40,295525,0,0,0,0,0,0,0,301,292588,2636,0,295525
2015-01-15,0,0,0,0,0,0,0,0,-4647455,4709725,-62270,0,0,0,0,0,0,0,0,0,1606601765,40011890,3960495,1650574150,0,0,0,0,0,0,0,0,1611249220,35302165,4022765,1650574150,0,0,0,0,0,0,0,0,-1323,1363,-40,0,0,0,0,0,0,0,0,0,370625,9445,891,380961,0,0,0,0,0,0,0,0,371948,8082,931,380961
