date,금융투자_value_net,보험_value_net,투신_value_net,사모_value_net,은행_value_net,기타금융_value_net,연기금_value_net,기타법인_value_net,개인_value_net,외국인_value_net,기타외국인_value_net,전체_value_net,금융투자_value_buy,보험_value_buy,투신_value_buy,사모_value_buy,은행_value_buy,기타금융_value_buy,연기금_value_buy,기타법인_value_buy,개인_value_buy,외국인_value_buy,기타외국인_value_buy,전체_value_buy,금융투자_value_sell,보험_value_sell,투신_value_sell,사모_value_sell,은행_value_sell,기타금융_value_sell,연기금_value_sell,기타법인_value_sell,개인_value_sell,외국인_value_sell,기타외국인_value_sell,전체_value_sell,금융투자_vol_net,보험_vol_net,투신_vol_net,사모_vol_net,은행_vol_net,기타금융_vol_net,연기금_vol_net,기타법인_vol_net,개인_vol_net,외국인_vol_net,기타외국인_vol_net,전체_vol_net,금융투자_vol_buy,보험_vol_buy,투신_vol_buy,사모_vol_buy,은행_vol_buy,기타금융_vol_buy,연기금_vol_buy,기타법인_vol_buy,개인_vol_buy,외국인_vol_buy,기타외국인_vol_buy,전체_vol_buy,금융투자_vol_sell,보험_vol_sell,투신_vol_sell,사모_vol_sell,은행_vol_sell,기타금융_vol_sell,연기금_vol_sell,기타법인_vol_sell,개인_vol_sell,외국인_vol_sell,기타외국인_vol_sell,전체_vol_sell
2022-10-28,-2323523850,-28337450,-2050889650,-3778762600,0,-1054673350,-64435400,-4069346750,14868095000,-1686479350,188353400,0,421211650,0,0,201249200,0,0,1493200,556724100,229880119850,6715500,732022200,231799535700,2744735500,28337450,2050889650,3980011800,0,1054673350,65928600,4626070850,215012024850,1693194850,543668800,231799535700,-190659,-2474,-179701,-346371,0,-95170,-5758,-338375,1289537,-146717,15688,0,34231,0,0,16880,0,0,106,42614,18468187,555,59639,18622212,224890,2474,179701,363251,0,95170,5864,380989,17178650,147272,43951,18622212
2022-10-31,-661292700,0,0,0,0,-3700000,0,-8649050,887984150,-82982850,-131359550,0,0,0,0,0,0,0,0,47297900,29948616300,309699100,35169350,30340782650,661292700,0,0,0,0,3700000,0,55946950,29060632150,392681950,166528900,30340782650,-55737,0,0,0,0,-300,0,-733,74636,-7334,-10532,0,0,0,0,0,0,0,0,3923,2538458,26384,2976,2571741,55737,0,0,0,0,300,0,4656,2463822,33718,13508,2571741
2022-11-01,-453869200,0,0,-176299150,0,-11550000,0,5038400,568435200,64028950,4215800,0,10500000,0,0,0,0,0,0,19003400,20046493250,331740200,50492350,20458229200,464369200,0,0,176299150,0,11550000,0,13965000,19478058050,267711250,46276550,20458229200,-44111,0,0,-16880,0,-1100,0,492,54324,6846,429,0,1000,0,0,0,0,0,0,1792,1867691,30955,4655,1906093,45111,0,0,16880,0,1100,0,1300,1813367,24109,4226,1906093
2022-11-02,-14734750,0,72112750,-220150,0,-11755000,0,6857300,-51192750,2327300,-3394700,0,90295850,0,72112750,0,0,0,0,1177877900,31697208650,333432550,70558000,33441485700,105030600,0,0,220150,0,11755000,0,1171020600,31748401400,331105250,73952700,33441485700,-1400,0,6870,-21,0,-1100,0,-2204,-1598,-272,-275,0,8047,0,6870,0,0,0,0,105451,2941634,31408,6513,3099923,9447,0,0,21,0,1100,0,107655,2943232,31680,6788,3099923
2022-11-03,126075000,0,-72181050,0,0,-10390000,0,-9604800,-111865100,76583650,1382300,0,126075000,0,0,0,0,0,0,4120000,13557176850,209236000,5446800,13902054650,0,0,72181050,0,0,10390000,0,13724800,13669041950,132652350,4064500,13902054650,12000,0,-6870,0,0,-1000,0,-916,-10996,7653,129,0,12000,0,0,0,0,0,0,400,1296645,20273,519,1329837,0,0,6870,0,0,1000,0,1316,1307641,12620,390,1329837
2022-11-04,0,0,0,0,0,-9912040,0,-18652510,13129780,28111260,-12676490,0,0,0,0,0,0,0,0,1990000,12351201900,418232490,3745080,12775169470,0,0,0,0,0,9912040,0,20642510,12338072120,390121230,16421570,12775169470,0,0,0,0,0,-1000,0,-1850,1250,2867,-1267,0,0,0,0,0,0,0,0,200,1232129,41967,371,1274667,0,0,0,0,0,1000,0,2050,1230879,39100,1638,1274667
2022-11-07,-10886200,0,0,524376300,0,-22310000,0,-119847700,-279663850,-113270550,21602000,0,0,0,0,524376300,0,0,0,88637250,51758645200,3030821650,89082300,55491562700,10886200,0,0,0,0,22310000,0,208484950,52038309050,3144092200,67480300,55491562700,-1000,0,0,48895,0,-2100,0,-10176,-29834,-7723,1938,0,0,0,0,48895,0,0,0,7892,4650898,271322,8053,4987060,1000,0,0,0,0,2100,0,18068,4680732,279045,6115,4987060
2022-11-08,30642500,0,59866650,-5897050,0,-10540000,0,-10643650,26160600,-77418200,-12170850,0,158702500,0,147744750,0,0,0,0,11563350,7921234000,528502900,3765150,8771512650,128060000,0,87878100,5897050,0,10540000,0,22207000,7895073400,605921100,15936000,8771512650,2800,0,5531,-561,0,-1000,0,-1017,2568,-7168,-1153,0,14850,0,13869,0,0,0,0,1097,750146,49847,356,830165,12050,0,8338,561,0,1000,0,2114,747578,57015,1509,830165
2022-11-09,0,0,-57451900,0,0,-10375000,0,-16590000,37233950,53188200,-6005250,0,0,0,0,0,0,0,0,0,5854932350,68797350,8024350,5931754050,0,0,57451900,0,0,10375000,0,16590000,5817698400,15609150,14029600,5931754050,0,0,-5531,0,0,-1000,0,-1600,3584,5127,-580,0,0,0,0,0,0,0,0,0,563599,6635,765,570999,0,0,5531,0,0,1000,0,1600,560015,1508,1345,570999
2022-11-10,0,0,0,0,0,-10195000,0,-10301400,-48810650,68588400,718650,0,0,0,0,0,0,0,0,0,3772400650,120479950,1988000,3894868600,0,0,0,0,0,10195000,0,10301400,3821211300,51891550,1269350,3894868600,0,0,0,0,0,-1000,0,-1007,-4773,6710,70,0,0,0,0,0,0,0,0,0,368760,11795,195,380750,0,0,0,0,0,1000,0,1007,373533,5085,125,380750
