date,금융투자_value_net,보험_value_net,투신_value_net,사모_value_net,은행_value_net,기타금융_value_net,연기금_value_net,기타법인_value_net,개인_value_net,외국인_value_net,기타외국인_value_net,전체_value_net,금융투자_value_buy,보험_value_buy,투신_value_buy,사모_value_buy,은행_value_buy,기타금융_value_buy,연기금_value_buy,기타법인_value_buy,개인_value_buy,외국인_value_buy,기타외국인_value_buy,전체_value_buy,금융투자_value_sell,보험_value_sell,투신_value_sell,사모_value_sell,은행_value_sell,기타금융_value_sell,연기금_value_sell,기타법인_value_sell,개인_value_sell,외국인_value_sell,기타외국인_value_sell,전체_value_sell,금융투자_vol_net,보험_vol_net,투신_vol_net,사모_vol_net,은행_vol_net,기타금융_vol_net,연기금_vol_net,기타법인_vol_net,개인_vol_net,외국인_vol_net,기타외국인_vol_net,전체_vol_net,금융투자_vol_buy,보험_vol_buy,투신_vol_buy,사모_vol_buy,은행_vol_buy,기타금융_vol_buy,연기금_vol_buy,기타법인_vol_buy,개인_vol_buy,외국인_vol_buy,기타외국인_vol_buy,전체_vol_buy,금융투자_vol_sell,보험_vol_sell,투신_vol_sell,사모_vol_sell,은행_vol_sell,기타금융_vol_sell,연기금_vol_sell,기타법인_vol_sell,개인_vol_sell,외국인_vol_sell,기타외국인_vol_sell,전체_vol_sell
2015-01-02,0,0,0,0,0,0,0,96153230,-135899900,23078770,16667900,0,0,0,0,0,0,0,0,96153230,867590780,33322440,17028820,1014095270,0,0,0,0,0,0,0,0,1003490680,10243670,360920,1014095270,0,0,0,0,0,0,0,11000,-15534,2646,1888,0,0,0,0,0,0,0,0,11000,99292,3834,1929,116055,0,0,0,0,0,0,0,0,114826,1188,41,116055
2015-01-05,0,0,50154590,97553710,0,-49153490,0,0,-76141030,-39396180,16982400,0,0,0,50154590,97553710,0,0,0,0,1267624910,13220440,17344200,1445897850,0,0,0,0,0,49153490,0,0,1343765940,52616620,361800,1445897850,0,0,5510,10715,0,-5392,0,0,-8353,-4350,1870,0,0,0,5510,10715,0,0,0,0,139692,1468,1910,159295,0,0,0,0,0,5392,0,0,148045,5818,40,159295
2015-01-06,0,0,0,0,0,-79919450,0,0,41679950,34520610,3718890,0,0,0,0,0,0,0,0,0,881961110,67210870,3718890,952890870,0,0,0,0,0,79919450,0,0,840281160,32690260,0,952890870,0,0,0,0,0,-8754,0,0,4535,3808,411,0,0,0,0,0,0,0,0,0,96739,7390,411,104540,0,0,0,0,0,8754,0,0,92204,3582,0,104540
2015-01-07,0,0,0,0,0,0,0,0,10564900,-27960800,17395900,0,0,0,0,0,0,0,0,0,679697890,25778000,17395900,722871790,0,0,0,0,0,0,0,0,669132990,53738800,0,722871790,0,0,0,0,0,0,0,0,1183,-3113,1930,0,0,0,0,0,0,0,0,0,75293,2848,1930,80071,0,0,0,0,0,0,0,0,74110,5961,0,80071
2015-01-08,0,-26739310,0,0,0,0,17780000,0,-9091310,20934820,-2884200,0,0,0,0,0,0,0,17780000,0,664931180,22181520,1158300,706051000,0,26739310,0,0,0,0,0,0,674022490,1246700,4042500,706051000,0,-3000,0,0,0,0,2000,0,-1028,2348,-320,0,0,0,0,0,0,0,2000,0,74304,2485,130,78919,0,3000,0,0,0,0,0,0,75332,137,450,78919
2015-01-09,0,0,0,0,0,0,0,0,-32117710,40834860,-8717150,0,0,0,0,0,0,0,0,0,753939220,46122340,0,800061560,0,0,0,0,0,0,0,0,786056930,5287480,8717150,800061560,0,0,0,0,0,0,0,0,-3548,4503,-955,0,0,0,0,0,0,0,0,0,82391,5081,0,87472,0,0,0,0,0,0,0,0,85939,578,955,87472
2015-01-12,0,0,0,0,0,0,-28926060,0,39265740,-10348820,9140,0,0,0,0,0,0,0,0,0,1178600280,25937600,9140,1204547020,0,0,0,0,0,0,28926060,0,1139334540,36286420,0,1204547020,0,0,0,0,0,0,-3087,0,4228,-1142,1,0,0,0,0,0,0,0,0,0,127183,2802,1,129986,0,0,0,0,0,0,3087,0,122955,3944,0,129986
2015-01-13,0,18194750,0,115800620,0,9000000,0,0,-116101080,-31429490,4535200,0,0,18194750,0,115800620,0,9000000,0,0,579416860,7452740,7854100,737719070,0,0,0,0,0,0,0,0,695517940,38882230,3318900,737719070,0,2000,0,12676,0,1000,0,0,-12739,-3437,500,0,0,2000,0,12676,0,1000,0,0,63804,811,870,81161,0,0,0,0,0,0,0,0,76543,4248,370,81161
2015-01-14,0,0,0,0,0,0,0,0,-9208560,24687860,-15479300,0,0,0,0,0,0,0,0,0,931360200,27437000,1820900,960618100,0,0,0,0,0,0,0,0,940568760,2749140,17300200,960618100,0,0,0,0,0,0,0,0,-1050,2785,-1735,0,0,0,0,0,0,0,0,0,104282,3093,205,107580,0,0,0,0,0,0,0,0,105332,308,1940,107580
2015-01-15,0,0,0,0,0,0,0,36355200,-53657260,18278910,-976850,0,0,0,0,0,0,0,0,92945200,2041294680,18278910,0,2152518790,0,0,0,0,0,0,0,56590000,2094951940,0,976850,2152518790,0,0,0,0,0,0,0,4000,-5896,2004,-108,0,0,0,0,0,0,0,0,10000,218378,2004,0,230382,0,0,0,0,0,0,0,6000,224274,0,108,230382
