date,금융투자_value_net,보험_value_net,투신_value_net,사모_value_net,은행_value_net,기타금융_value_net,연기금_value_net,기타법인_value_net,개인_value_net,외국인_value_net,기타외국인_value_net,전체_value_net,금융투자_value_buy,보험_value_buy,투신_value_buy,사모_value_buy,은행_value_buy,기타금융_value_buy,연기금_value_buy,기타법인_value_buy,개인_value_buy,외국인_value_buy,기타외국인_value_buy,전체_value_buy,금융투자_value_sell,보험_value_sell,투신_value_sell,사모_value_sell,은행_value_sell,기타금융_value_sell,연기금_value_sell,기타법인_value_sell,개인_value_sell,외국인_value_sell,기타외국인_value_sell,전체_value_sell,금융투자_vol_net,보험_vol_net,투신_vol_net,사모_vol_net,은행_vol_net,기타금융_vol_net,연기금_vol_net,기타법인_vol_net,개인_vol_net,외국인_vol_net,기타외국인_vol_net,전체_vol_net,금융투자_vol_buy,보험_vol_buy,투신_vol_buy,사모_vol_buy,은행_vol_buy,기타금융_vol_buy,연기금_vol_buy,기타법인_vol_buy,개인_vol_buy,외국인_vol_buy,기타외국인_vol_buy,전체_vol_buy,금융투자_vol_sell,보험_vol_sell,투신_vol_sell,사모_vol_sell,은행_vol_sell,기타금융_vol_sell,연기금_vol_sell,기타법인_vol_sell,개인_vol_sell,외국인_vol_sell,기타외국인_vol_sell,전체_vol_sell
2015-01-02,6494720,0,2728740,0,0,0,0,0,-4503130,-4720330,0,0,6774020,0,2728740,0,0,0,0,0,12227090,182250,0,21912100,279300,0,0,0,0,0,0,0,16730220,4902580,0,21912100,1766,0,746,0,0,0,0,0,-1226,-1286,0,0,1842,0,746,0,0,0,0,0,3340,50,0,5978,76,0,0,0,0,0,0,0,4566,1336,0,5978
2015-01-05,-139080,0,0,0,0,0,0,0,2588760,-2449680,0,0,0,0,0,0,0,0,0,0,38289730,0,0,38289730,139080,0,0,0,0,0,0,0,35700970,2449680,0,38289730,-38,0,0,0,0,0,0,0,706,-668,0,0,0,0,0,0,0,0,0,0,10458,0,0,10458,38,0,0,0,0,0,0,0,9752,668,0,10458
2015-01-06,-179500,0,0,0,0,0,0,0,3290435,-3110935,0,0,0,0,0,0,0,0,0,0,63606690,0,0,63606690,179500,0,0,0,0,0,0,0,60316255,3110935,0,63606690,-50,0,0,0,0,0,0,0,912,-862,0,0,0,0,0,0,0,0,0,0,17647,0,0,17647,50,0,0,0,0,0,0,0,16735,862,0,17647
2015-01-07,0,0,0,0,0,0,0,0,2203315,-2203315,0,0,0,0,0,0,0,0,0,0,25211825,0,0,25211825,0,0,0,0,0,0,0,0,23008510,2203315,0,25211825,0,0,0,0,0,0,0,0,609,-609,0,0,0,0,0,0,0,0,0,0,6977,0,0,6977,0,0,0,0,0,0,0,0,6368,609,0,6977
2015-01-08,-144320,0,0,0,0,0,0,0,12570330,-12426010,0,0,0,0,0,0,0,0,0,0,90080505,140350,0,90220855,144320,0,0,0,0,0,0,0,77510175,12566360,0,90220855,-41,0,0,0,0,0,0,0,3569,-3528,0,0,0,0,0,0,0,0,0,0,25594,40,0,25634,41,0,0,0,0,0,0,0,22025,3568,0,25634
2015-01-09,-56320,0,0,0,0,0,0,0,1051775,-995455,0,0,0,0,0,0,0,0,0,0,64429325,752720,0,65182045,56320,0,0,0,0,0,0,0,63377550,1748175,0,65182045,-16,0,0,0,0,0,0,0,297,-281,0,0,0,0,0,0,0,0,0,0,18424,215,0,18639,16,0,0,0,0,0,0,0,18127,496,0,18639
2015-01-12,-280085,0,0,0,0,0,0,0,-376205,656290,0,0,0,0,0,0,0,0,0,0,54994865,712410,0,55707275,280085,0,0,0,0,0,0,0,55371070,56120,0,55707275,-80,0,0,0,0,0,0,0,-106,186,0,0,0,0,0,0,0,0,0,0,15668,202,0,15870,80,0,0,0,0,0,0,0,15774,16,0,15870
2015-01-13,-743400,0,0,0,0,0,0,0,461490,281910,0,0,0,0,0,0,0,0,0,0,31498705,281910,0,31780615,743400,0,0,0,0,0,0,0,31037215,0,0,31780615,-210,0,0,0,0,0,0,0,130,80,0,0,0,0,0,0,0,0,0,0,8905,80,0,8985,210,0,0,0,0,0,0,0,8775,0,0,8985
2015-01-14,-1791240,0,0,0,0,0,0,-181305,1194340,778205,0,0,0,0,0,0,0,0,0,0,30755990,778205,0,31534195,1791240,0,0,0,0,0,0,181305,29561650,0,0,31534195,-506,0,0,0,0,0,0,-51,337,220,0,0,0,0,0,0,0,0,0,0,8680,220,0,8900,506,0,0,0,0,0,0,51,8343,0,0,8900
2015-01-15,-130980,0,0,0,0,0,0,0,208970,-77990,0,0,0,0,0,0,0,0,0,0,47542780,0,0,47542780,130980,0,0,0,0,0,0,0,47333810,77990,0,47542780,-37,0,0,0,0,0,0,0,59,-22,0,0,0,0,0,0,0,0,0,0,13430,0,0,13430,37,0,0,0,0,0,0,0,13371,22,0,13430
