date,금융투자_value_net,보험_value_net,투신_value_net,사모_value_net,은행_value_net,기타금융_value_net,연기금_value_net,기타법인_value_net,개인_value_net,외국인_value_net,기타외국인_value_net,전체_value_net,금융투자_value_buy,보험_value_buy,투신_value_buy,사모_value_buy,은행_value_buy,기타금융_value_buy,연기금_value_buy,기타법인_value_buy,개인_value_buy,외국인_value_buy,기타외국인_value_buy,전체_value_buy,금융투자_value_sell,보험_value_sell,투신_value_sell,사모_value_sell,은행_value_sell,기타금융_value_sell,연기금_value_sell,기타법인_value_sell,개인_value_sell,외국인_value_sell,기타외국인_value_sell,전체_value_sell,금융투자_vol_net,보험_vol_net,투신_vol_net,사모_vol_net,은행_vol_net,기타금융_vol_net,연기금_vol_net,기타법인_vol_net,개인_vol_net,외국인_vol_net,기타외국인_vol_net,전체_vol_net,금융투자_vol_buy,보험_vol_buy,투신_vol_buy,사모_vol_buy,은행_vol_buy,기타금융_vol_buy,연기금_vol_buy,기타법인_vol_buy,개인_vol_buy,외국인_vol_buy,기타외국인_vol_buy,전체_vol_buy,금융투자_vol_sell,보험_vol_sell,투신_vol_sell,사모_vol_sell,은행_vol_sell,기타금융_vol_sell,연기금_vol_sell,기타법인_vol_sell,개인_vol_sell,외국인_vol_sell,기타외국인_vol_sell,전체_vol_sell
2015-01-02,0,0,0,0,0,0,0,-1280000,-11073100,12353100,0,0,0,0,0,0,0,0,0,0,896948525,20979835,0,917928360,0,0,0,0,0,0,0,1280000,908021625,8626735,0,917928360,0,0,0,0,0,0,0,-1000,-8763,9763,0,0,0,0,0,0,0,0,0,0,696663,16459,0,713122,0,0,0,0,0,0,0,1000,705426,6696,0,713122
2015-01-05,211850000,0,0,0,30105330,0,0,54199165,-52018060,-244390905,254470,0,211850000,0,0,0,30105330,0,0,98165650,9676182165,79582875,254470,10096140490,0,0,0,0,0,0,0,43966485,9728200225,323973780,0,10096140490,150000,0,0,0,21429,0,0,40800,-38086,-174326,183,0,150000,0,0,0,21429,0,0,71230,6867768,57061,183,7167671,0,0,0,0,0,0,0,30430,6905854,231387,0,7167671
2015-01-06,0,0,0,0,0,0,0,6935000,140237115,-147236665,64550,0,0,0,0,0,0,0,0,6935000,2398550800,31585165,68750,2437139715,0,0,0,0,0,0,0,0,2258313685,178821830,4200,2437139715,0,0,0,0,0,0,0,5000,100530,-105577,47,0,0,0,0,0,0,0,0,5000,1725780,22885,50,1753715,0,0,0,0,0,0,0,0,1625250,128462,3,1753715
2015-01-07,0,0,0,0,0,0,0,28665680,-20753535,-7944745,32600,0,0,0,0,0,0,0,0,44384950,3643268825,171124920,2637950,3861416645,0,0,0,0,0,0,0,15719270,3664022360,179069665,2605350,3861416645,0,0,0,0,0,0,0,20823,-18330,-2473,-20,0,0,0,0,0,0,0,0,32642,2647638,127753,1825,2809858,0,0,0,0,0,0,0,11819,2665968,130226,1845,2809858
2015-01-08,0,0,0,0,0,0,0,0,-162551415,162433165,118250,0,0,0,0,0,0,0,0,0,1582629830,274350730,118250,1857098810,0,0,0,0,0,0,0,0,1745181245,111917565,0,1857098810,0,0,0,0,0,0,0,0,-124399,124309,90,0,0,0,0,0,0,0,0,0,1200857,208854,90,1409801,0,0,0,0,0,0,0,0,1325256,84545,0,1409801
2015-01-09,0,0,0,0,0,0,0,-94999440,74400185,20733755,-134500,0,0,0,0,0,0,0,0,0,1196413805,84546945,0,1280960750,0,0,0,0,0,0,0,94999440,1122013620,63813190,134500,1280960750,0,0,0,0,0,0,0,-71623,55340,16383,-100,0,0,0,0,0,0,0,0,0,891971,63632,0,955603,0,0,0,0,0,0,0,71623,836631,47249,100,955603
2015-01-12,0,0,0,0,0,0,0,0,411808820,-412217690,408870,0,0,0,0,0,0,0,0,0,6382087860,18411295,625370,6401124525,0,0,0,0,0,0,0,0,5970279040,430628985,216500,6401124525,0,0,0,0,0,0,0,0,295333,-295634,301,0,0,0,0,0,0,0,0,0,4567530,13197,451,4581178,0,0,0,0,0,0,0,0,4272197,308831,150,4581178
2015-01-13,32816260,0,0,0,0,0,0,-9800,-125249145,92442685,0,0,32816260,0,0,0,0,0,0,1298500,1566673190,159933310,0,1760721260,0,0,0,0,0,0,0,1308300,1691922335,67490625,0,1760721260,25000,0,0,0,0,0,0,0,-95213,70213,0,0,25000,0,0,0,0,0,0,980,1184370,121223,0,1331573,0,0,0,0,0,0,0,980,1279583,51010,0,1331573
2015-01-14,0,0,0,0,0,0,0,0,-5307985,5334885,-26900,0,0,0,0,0,0,0,0,0,1446861565,90003815,0,1536865380,0,0,0,0,0,0,0,0,1452169550,84668930,26900,1536865380,0,0,0,0,0,0,0,0,-4302,4322,-20,0,0,0,0,0,0,0,0,0,1090283,68216,0,1158499,0,0,0,0,0,0,0,0,1094585,63894,20,1158499
2015-01-15,-325000,0,0,0,0,0,0,0,131818970,-131524155,30185,0,6525000,0,0,0,0,0,0,0,1855124050,26836750,31560,1888517360,6850000,0,0,0,0,0,0,0,1723305080,158360905,1375,1888517360,0,0,0,0,0,0,0,0,98873,-98896,23,0,5000,0,0,0,0,0,0,0,1401575,20350,24,1426949,5000,0,0,0,0,0,0,0,1302702,119246,1,1426949
2015-01-16,6425000,0,0,0,0,0,0,0,-88544595,82119595,0,0,6425000,0,0,0,0,0,0,0,1109925245,105633545,0,1221983790,0,0,0,0,0,0,0,0,1198469840,23513950,0,1221983790,5000,0,0,0,0,0,0,0,-68931,63931,0,0,5000,0,0,0,0,0,0,0,860527,82135,0,947662,0,0,0,0,0,0,0,0,929458,18204,0,947662
2015-01-19,0,0,0,0,0,0,0,0,-26091725,26091725,0,0,0,0,0,0,0,0,0,0,673218965,47789930,0,721008895,0,0,0,0,0,0,0,0,699310690,21698205,0,721008895,0,0,0,0,0,0,0,0,-20309,20309,0,0,0,0,0,0,0,0,0,0,521800,37071,0,558871,0,0,0,0,0,0,0,0,542109,16762,0,558871
2015-01-20,-13450000,0,0,0,0,0,0,-13438000,-78111295,105672035,-672740,0,0,0,0,0,0,0,0,538000,4351121840,208697900,0,4560357740,13450000,0,0,0,0,0,0,13976000,4429233135,103025865,672740,4560357740,-10000,0,0,0,0,0,0,-10000,-56819,77323,-504,0,0,0,0,0,0,0,0,400,3231408,154394,0,3386202,10000,0,0,0,0,0,0,10400,3288227,77071,504,3386202
2015-01-21,0,0,0,0,0,0,0,0,61562500,-61562500,0,0,0,0,0,0,0,0,0,0,1460902840,11116900,0,1472019740,0,0,0,0,0,0,0,0,1399340340,72679400,0,1472019740,0,0,0,0,0,0,0,0,45891,-45891,0,0,0,0,0,0,0,0,0,0,1096871,8385,0,1105256,0,0,0,0,0,0,0,0,1050980,54276,0,1105256
2015-01-22,0,0,0,0,0,0,0,0,38528565,-38528565,0,0,0,0,0,0,0,0,0,0,1129202250,1766330,0,1130968580,0,0,0,0,0,0,0,0,1090673685,40294895,0,1130968580,0,0,0,0,0,0,0,0,28839,-28839,0,0,0,0,0,0,0,0,0,0,849094,1322,0,850416,0,0,0,0,0,0,0,0,820255,30161,0,850416
2015-01-23,0,0,0,0,0,0,0,94949990,-90312900,-4637090,0,0,0,0,0,0,0,0,0,94949990,2720613710,62059970,0,2877623670,0,0,0,0,0,0,0,0,2810926610,66697060,0,2877623670,0,0,0,0,0,0,0,70274,-67159,-3115,0,0,0,0,0,0,0,0,0,70274,2031970,46719,0,2148963,0,0,0,0,0,0,0,0,2099129,49834,0,2148963
2015-01-26,0,0,0,0,0,0,0,7668240,-20769150,13100910,0,0,0,0,0,0,0,0,0,7668240,1102326965,19743995,0,1129739200,0,0,0,0,0,0,0,0,1123096115,6643085,0,1129739200,0,0,0,0,0,0,0,5744,-15482,9738,0,0,0,0,0,0,0,0,0,5744,819486,14655,0,839885,0,0,0,0,0,0,0,0,834968,4917,0,839885
2015-01-27,0,0,0,0,0,0,0,-11300,-49391380,49402680,0,0,0,0,0,0,0,0,0,2988850,680146270,54401420,0,737536540,0,0,0,0,0,0,0,3000150,729537650,4998740,0,737536540,0,0,0,0,0,0,0,0,-37308,37308,0,0,0,0,0,0,0,0,0,2260,512529,41076,0,555865,0,0,0,0,0,0,0,2260,549837,3768,0,555865
2015-01-28,0,0,0,0,-28500570,0,0,0,-308130,28808700,0,0,0,0,0,0,0,0,0,0,1250257200,49698895,0,1299956095,0,0,0,0,28500570,0,0,0,1250565330,20890195,0,1299956095,0,0,0,0,-21429,0,0,0,-672,22101,0,0,0,0,0,0,0,0,0,0,949649,37849,0,987498,0,0,0,0,21429,0,0,0,950321,15748,0,987498
