date,금융투자_value_net,보험_value_net,투신_value_net,사모_value_net,은행_value_net,기타금융_value_net,연기금_value_net,기타법인_value_net,개인_value_net,외국인_value_net,기타외국인_value_net,전체_value_net,금융투자_value_buy,보험_value_buy,투신_value_buy,사모_value_buy,은행_value_buy,기타금융_value_buy,연기금_value_buy,기타법인_value_buy,개인_value_buy,외국인_value_buy,기타외국인_value_buy,전체_value_buy,금융투자_value_sell,보험_value_sell,투신_value_sell,사모_value_sell,은행_value_sell,기타금융_value_sell,연기금_value_sell,기타법인_value_sell,개인_value_sell,외국인_value_sell,기타외국인_value_sell,전체_value_sell,금융투자_vol_net,보험_vol_net,투신_vol_net,사모_vol_net,은행_vol_net,기타금융_vol_net,연기금_vol_net,기타법인_vol_net,개인_vol_net,외국인_vol_net,기타외국인_vol_net,전체_vol_net,금융투자_vol_buy,보험_vol_buy,투신_vol_buy,사모_vol_buy,은행_vol_buy,기타금융_vol_buy,연기금_vol_buy,기타법인_vol_buy,개인_vol_buy,외국인_vol_buy,기타외국인_vol_buy,전체_vol_buy,금융투자_vol_sell,보험_vol_sell,투신_vol_sell,사모_vol_sell,은행_vol_sell,기타금융_vol_sell,연기금_vol_sell,기타법인_vol_sell,개인_vol_sell,외국인_vol_sell,기타외국인_vol_sell,전체_vol_sell
2015-01-02,-79242050,0,-920170950,-436796800,-3553200,-5023200,0,-2491900,1514482950,-65161850,-2043000,0,0,0,0,0,0,0,0,0,11834445950,0,2739000,11837184950,79242050,0,920170950,436796800,3553200,5023200,0,2491900,10319963000,65161850,4782000,11837184950,-4803,0,-55655,-26453,-216,-299,0,-146,91642,-3941,-129,0,0,0,0,0,0,0,0,0,704079,0,160,704239,4803,0,55655,26453,216,299,0,146,612437,3941,289,704239
2015-01-05,0,0,-91243950,0,0,0,0,43590100,44283500,0,3370350,0,0,0,0,0,0,0,0,44886600,7677815400,0,10410400,7733112400,0,0,91243950,0,0,0,0,1296500,7633531900,0,7040050,7733112400,0,0,-5407,0,0,0,0,2500,2709,0,198,0,0,0,0,0,0,0,0,2576,451514,0,605,454695,0,0,5407,0,0,0,0,76,448805,0,407,454695
2015-01-06,0,0,0,0,0,0,0,-36619000,35281550,0,1337450,0,0,0,0,0,0,0,0,65105000,3297664000,0,2202950,3364971950,0,0,0,0,0,0,0,101724000,3262382450,0,865500,3364971950,0,0,0,0,0,0,0,-2200,2121,0,79,0,0,0,0,0,0,0,0,3800,191697,0,129,195626,0,0,0,0,0,0,0,6000,189576,0,50,195626
2015-01-07,0,0,0,0,0,0,0,-3644650,4157650,0,-513000,0,0,0,0,0,0,0,0,1365350,3314464250,0,333000,3316162600,0,0,0,0,0,0,0,5010000,3310306600,0,846000,3316162600,0,0,0,0,0,0,0,-217,247,0,-30,0,0,0,0,0,0,0,0,83,198507,0,20,198610,0,0,0,0,0,0,0,300,198260,0,50,198610
2015-01-08,0,0,0,0,0,0,0,127693550,-134214350,0,6520800,0,0,0,0,0,0,0,0,148011100,17653274600,0,28718250,17830003950,0,0,0,0,0,0,0,20317550,17787488950,0,22197450,17830003950,0,0,0,0,0,0,0,6917,-7251,0,334,0,0,0,0,0,0,0,0,8000,956927,0,1540,966467,0,0,0,0,0,0,0,1083,964178,0,1206,966467
2015-01-09,0,0,0,0,0,-57819800,0,-137812200,209645650,0,-14013650,0,0,0,0,0,0,0,0,7086200,18033429000,0,11287700,18051802900,0,0,0,0,0,57819800,0,144898400,17823783350,0,25301350,18051802900,0,0,0,0,0,-2860,0,-6671,10236,0,-705,0,0,0,0,0,0,0,0,365,912142,0,569,913076,0,0,0,0,0,2860,0,7036,901906,0,1274,913076
2015-01-12,0,0,-37587250,0,0,0,0,10867800,17675850,0,9043600,0,0,0,0,0,0,0,0,142679000,7908407950,0,11455400,8062542350,0,0,37587250,0,0,0,0,131811200,7890732100,0,2411800,8062542350,0,0,-1966,0,0,0,0,671,815,0,480,0,0,0,0,0,0,0,0,7252,404856,0,601,412709,0,0,1966,0,0,0,0,6581,404041,0,121,412709
2015-01-13,0,0,0,0,0,0,0,146368000,-131833600,0,-14534400,0,0,0,0,0,0,0,0,166668000,23242912850,0,4868300,23414449150,0,0,0,0,0,0,0,20300000,23374746450,0,19402700,23414449150,0,0,0,0,0,0,0,6160,-5502,0,-658,0,0,0,0,0,0,0,0,7160,1039052,0,221,1046433,0,0,0,0,0,0,0,1000,1044554,0,879,1046433
2015-01-14,0,0,0,0,0,0,0,19202650,-57643500,20980200,17460650,0,0,0,0,0,0,0,0,354305150,32784700550,345111600,20402600,33504519900,0,0,0,0,0,0,0,335102500,32842344050,324131400,2941950,33504519900,0,0,0,0,0,0,0,-237,-1629,1158,708,0,0,0,0,0,0,0,0,13763,1287515,13888,825,1315991,0,0,0,0,0,0,0,14000,1289144,12730,117,1315991
2015-01-15,0,0,0,0,0,0,0,-139045300,151844350,3052350,-15851400,0,0,0,0,0,0,0,0,8055400,54016333850,3052350,96820200,54124261800,0,0,0,0,0,0,0,147100700,53864489500,0,112671600,54124261800,0,0,0,0,0,0,0,-5419,5719,119,-419,0,0,0,0,0,0,0,0,284,1961425,119,3569,1965397,0,0,0,0,0,0,0,5703,1955706,0,3988,1965397
2015-01-16,0,0,0,0,0,0,0,47483450,3211300,-85249650,34554900,0,0,0,0,0,0,0,0,145607700,37364781950,365827050,45140100,37921356800,0,0,0,0,0,0,0,98124250,37361570650,451076700,10585200,37921356800,0,0,0,0,0,0,0,1525,306,-2996,1165,0,0,0,0,0,0,0,0,4888,1282383,12551,1530,1301352,0,0,0,0,0,0,0,3363,1282077,15547,365,1301352
2015-01-19,-652832900,-64891150,-178155900,-1305651900,0,-302792400,0,-153570300,3060992850,-392068200,-11030100,0,0,0,0,0,0,0,0,90052500,25356484300,7301400,4282800,25458121000,652832900,64891150,178155900,1305651900,0,302792400,0,243622800,22295491450,399369600,15312900,25458121000,-23049,-2283,-6184,-45326,0,-10544,0,-5325,106955,-13854,-390,0,0,0,0,0,0,0,0,3169,885527,258,148,889102,23049,2283,6184,45326,0,10544,0,8494,778572,14112,538,889102
2015-01-20,-72980700,0,0,0,0,-9416200,0,-109268050,172646750,18232100,786100,0,0,0,0,0,0,0,0,26900,18630449750,200258250,40391800,18871126700,72980700,0,0,0,0,9416200,0,109294950,18457803000,182026150,39605700,18871126700,-2704,0,0,0,0,-356,0,-4040,6540,552,8,0,0,0,0,0,0,0,0,1,690894,7410,1494,699799,2704,0,0,0,0,356,0,4041,684354,6858,1486,699799
2015-01-21,-114042800,0,-2760000,-347099900,0,-10608800,0,40781350,1015308850,-575331650,-6247050,0,0,0,0,0,0,0,0,122776600,33431353950,73571300,25003750,33652705600,114042800,0,2760000,347099900,0,10608800,0,81995250,32416045100,648902950,31250800,33652705600,-3900,0,-92,-11619,0,-356,0,1242,34739,-19820,-194,0,0,0,0,0,0,0,0,4088,1135984,2503,852,1143427,3900,0,92,11619,0,356,0,2846,1101245,22323,1046,1143427
