date,금융투자_value_net,보험_value_net,투신_value_net,사모_value_net,은행_value_net,기타금융_value_net,연기금_value_net,기타법인_value_net,개인_value_net,외국인_value_net,기타외국인_value_net,전체_value_net,금융투자_value_buy,보험_value_buy,투신_value_buy,사모_value_buy,은행_value_buy,기타금융_value_buy,연기금_value_buy,기타법인_value_buy,개인_value_buy,외국인_value_buy,기타외국인_value_buy,전체_value_buy,금융투자_value_sell,보험_value_sell,투신_value_sell,사모_value_sell,은행_value_sell,기타금융_value_sell,연기금_value_sell,기타법인_value_sell,개인_value_sell,외국인_value_sell,기타외국인_value_sell,전체_value_sell,금융투자_vol_net,보험_vol_net,투신_vol_net,사모_vol_net,은행_vol_net,기타금융_vol_net,연기금_vol_net,기타법인_vol_net,개인_vol_net,외국인_vol_net,기타외국인_vol_net,전체_vol_net,금융투자_vol_buy,보험_vol_buy,투신_vol_buy,사모_vol_buy,은행_vol_buy,기타금융_vol_buy,연기금_vol_buy,기타법인_vol_buy,개인_vol_buy,외국인_vol_buy,기타외국인_vol_buy,전체_vol_buy,금융투자_vol_sell,보험_vol_sell,투신_vol_sell,사모_vol_sell,은행_vol_sell,기타금융_vol_sell,연기금_vol_sell,기타법인_vol_sell,개인_vol_sell,외국인_vol_sell,기타외국인_vol_sell,전체_vol_sell
2015-01-02,128872000,0,-16009000,0,0,-230016000,0,0,117153000,0,0,0,128872000,0,0,0,0,0,0,0,148216030,0,0,277088030,0,0,16009000,0,0,230016000,0,0,31063030,0,0,277088030,64436,0,-8000,0,0,-115008,0,0,58572,0,0,0,64436,0,0,0,0,0,0,0,74041,0,0,138477,0,0,8000,0,0,115008,0,0,15469,0,0,138477
2015-01-05,13896655,0,-16109550,0,0,0,0,33223095,-44353460,2035000,11308260,0,13896655,0,0,0,0,0,0,33223095,21524925,2035000,11308260,81987935,0,0,16109550,0,0,0,0,0,65878385,0,0,81987935,6931,0,-8010,0,0,0,0,16473,-22020,1000,5626,0,6931,0,0,0,0,0,0,16473,10603,1000,5626,40633,0,0,8010,0,0,0,0,0,32623,0,0,40633
2015-01-06,542700,0,-14178350,-748880,0,0,0,45903050,-31518520,0,0,0,542700,0,0,0,0,0,0,45903050,31385930,0,0,77831680,0,0,14178350,748880,0,0,0,0,62904450,0,0,77831680,270,0,-7000,-368,0,0,0,22586,-15488,0,0,0,270,0,0,0,0,0,0,22586,15378,0,0,38234,0,0,7000,368,0,0,0,0,30866,0,0,38234
2015-01-07,0,0,-12965610,-4807040,0,0,0,128327515,-110554865,0,0,0,0,0,0,0,0,0,0,138527515,36294480,0,0,174821995,0,0,12965610,4807040,0,0,0,10200000,146849345,0,0,174821995,0,0,-6387,-2368,0,0,0,63453,-54698,0,0,0,0,0,0,0,0,0,0,68453,17852,0,0,86305,0,0,6387,2368,0,0,0,5000,72550,0,0,86305
2015-01-08,0,0,-10375000,0,0,0,0,38277425,-27902425,0,0,0,0,0,0,0,0,0,0,59277425,30831495,0,0,90108920,0,0,10375000,0,0,0,0,21000000,58733920,0,0,90108920,0,0,-5000,0,0,0,0,18488,-13488,0,0,0,0,0,0,0,0,0,0,28488,14935,0,0,43423,0,0,5000,0,0,0,0,10000,28423,0,0,43423
2015-01-09,-5250000,0,-8441870,0,0,0,0,56317470,-42625600,0,0,0,0,0,0,0,0,0,0,56317470,35893910,0,0,92211380,5250000,0,8441870,0,0,0,0,0,78519510,0,0,92211380,-2500,0,-4075,0,0,0,0,27000,-20425,0,0,0,0,0,0,0,0,0,0,27000,17285,0,0,44285,2500,0,4075,0,0,0,0,0,37710,0,0,44285
2015-01-12,5793930,0,0,0,0,0,0,79430000,-82078930,0,-3145000,0,5793930,0,0,0,0,0,0,79430000,66561980,0,0,151785910,0,0,0,0,0,0,0,0,148640910,0,3145000,151785910,2799,0,0,0,0,0,0,38000,-39299,0,-1500,0,2799,0,0,0,0,0,0,38000,32240,0,0,73039,0,0,0,0,0,0,0,0,71539,0,1500,73039
2015-01-13,196995475,0,0,0,0,0,0,-14665000,-170515875,0,-11814600,0,201185475,0,0,0,0,0,0,0,20788690,0,0,221974165,4190000,0,0,0,0,0,0,14665000,191304565,0,11814600,221974165,93822,0,0,0,0,0,0,-7000,-81196,0,-5626,0,95822,0,0,0,0,0,0,0,9905,0,0,105727,2000,0,0,0,0,0,0,7000,91101,0,5626,105727
2015-01-14,68491350,0,0,0,0,0,0,-14808930,-51633015,-2049405,0,0,68491350,0,0,0,0,0,0,0,117576490,0,0,186067840,0,0,0,0,0,0,0,14808930,169209505,2049405,0,186067840,32401,0,0,0,0,0,0,-7000,-24450,-951,0,0,32401,0,0,0,0,0,0,0,55224,0,0,87625,0,0,0,0,0,0,0,7000,79674,951,0,87625
2015-01-15,13205405,0,0,0,0,0,0,0,-12779405,0,-426000,0,13205405,0,0,0,0,0,0,0,1667760,0,0,14873165,0,0,0,0,0,0,0,0,14447165,0,426000,14873165,6188,0,0,0,0,0,0,0,-5988,0,-200,0,6188,0,0,0,0,0,0,0,782,0,0,6970,0,0,0,0,0,0,0,0,6770,0,200,6970
2015-01-16,107454240,0,0,0,0,-64500000,0,-2150000,-37604440,-412800,-2787000,0,107454240,0,0,0,0,0,0,0,8538285,0,0,115992525,0,0,0,0,0,64500000,0,2150000,46142725,412800,2787000,115992525,50000,0,0,0,0,-30000,0,-1000,-17508,-192,-1300,0,50000,0,0,0,0,0,0,0,3975,0,0,53975,0,0,0,0,0,30000,0,1000,21483,192,1300,53975
2015-01-19,28258490,0,-43600,0,0,-69308740,0,0,41632955,-105105,-434000,0,32700000,0,0,0,0,0,0,0,58444015,0,0,91144015,4441510,0,43600,0,0,69308740,0,0,16811060,105105,434000,91144015,12962,0,-20,0,0,-31793,0,0,19100,-49,-200,0,15000,0,0,0,0,0,0,0,26893,0,0,41893,2038,0,20,0,0,31793,0,0,7793,49,200,41893
2015-01-20,36541715,0,0,0,0,0,0,-22000000,-12793715,0,-1748000,0,44000000,0,0,0,0,0,0,0,25927285,0,0,69927285,7458285,0,0,0,0,0,0,22000000,38721000,0,1748000,69927285,16589,0,0,0,0,0,0,-10000,-5789,0,-800,0,20000,0,0,0,0,0,0,0,11861,0,0,31861,3411,0,0,0,0,0,0,10000,17650,0,800,31861
2015-01-21,934770,0,-18360530,0,0,0,0,0,17425760,0,0,0,2173665,0,0,0,0,0,0,0,26769275,0,0,28942940,1238895,0,18360530,0,0,0,0,0,9343515,0,0,28942940,433,0,-8480,0,0,0,0,0,8047,0,0,0,1000,0,0,0,0,0,0,0,12373,0,0,13373,567,0,8480,0,0,0,0,0,4326,0,0,13373
2015-01-22,0,0,-82019815,0,0,0,0,0,82019815,0,0,0,0,0,0,0,0,0,0,0,120603605,0,0,120603605,0,0,82019815,0,0,0,0,0,38583790,0,0,120603605,0,0,-37884,0,0,0,0,0,37884,0,0,0,0,0,0,0,0,0,0,0,55734,0,0,55734,0,0,37884,0,0,0,0,0,17850,0,0,55734
2015-01-23,-436000,0,0,0,0,0,0,0,436000,0,0,0,0,0,0,0,0,0,0,0,1747080,0,0,1747080,436000,0,0,0,0,0,0,0,1311080,0,0,1747080,-200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,804,0,0,804,200,0,0,0,0,0,0,0,604,0,0,804
2015-01-26,1092500,-7765160,0,0,0,0,0,0,6672660,0,0,0,1092500,0,0,0,0,0,0,0,17410170,0,0,18502670,0,7765160,0,0,0,0,0,0,10737510,0,0,18502670,500,-3562,0,0,0,0,0,0,3062,0,0,0,500,0,0,0,0,0,0,0,7996,0,0,8496,0,3562,0,0,0,0,0,0,4934,0,0,8496
2015-01-27,-10825000,-7814100,0,0,0,0,0,0,18639100,0,0,0,0,0,0,0,0,0,0,0,31858910,0,0,31858910,10825000,7814100,0,0,0,0,0,0,13219810,0,0,31858910,-5000,-3721,0,0,0,0,0,0,8721,0,0,0,0,0,0,0,0,0,0,0,14981,0,0,14981,5000,3721,0,0,0,0,0,0,6260,0,0,14981
2015-01-28,2155000,0,0,0,0,0,0,0,-2155000,0,0,0,2155000,0,0,0,0,0,0,0,21333380,0,0,23488380,0,0,0,0,0,0,0,0,23488380,0,0,23488380,1000,0,0,0,0,0,0,0,-1000,0,0,0,1000,0,0,0,0,0,0,0,9960,0,0,10960,0,0,0,0,0,0,0,0,10960,0,0,10960
2015-01-29,8620000,0,0,0,0,0,0,0,-8620000,0,0,0,8620000,0,0,0,0,0,0,0,1131410,0,0,9751410,0,0,0,0,0,0,0,0,9751410,0,0,9751410,4000,0,0,0,0,0,0,0,-4000,0,0,0,4000,0,0,0,0,0,0,0,525,0,0,4525,0,0,0,0,0,0,0,0,4525,0,0,4525
2015-01-30,-10086160,0,0,0,0,0,0,0,10086160,0,0,0,0,0,0,0,0,0,0,0,28216390,0,0,28216390,10086160,0,0,0,0,0,0,0,18130230,0,0,28216390,-4648,0,0,0,0,0,0,0,4648,0,0,0,0,0,0,0,0,0,0,0,13015,0,0,13015,4648,0,0,0,0,0,0,0,8367,0,0,13015
2015-02-02,-27970000,0,0,0,0,0,0,0,27970000,0,0,0,0,0,0,0,0,0,0,0,46460455,0,0,46460455,27970000,0,0,0,0,0,0,0,18490455,0,0,46460455,-13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,21552,0,0,21552,13000,0,0,0,0,0,0,0,8552,0,0,21552
2015-02-03,-5551190,0,-520365,0,0,0,0,-1205600,7277155,0,0,0,141700,0,0,0,0,0,0,0,16446430,0,0,16588130,5692890,0,520365,0,0,0,0,1205600,9169275,0,0,16588130,-2537,0,-239,0,0,0,0,-548,3324,0,0,0,65,0,0,0,0,0,0,0,7505,0,0,7570,2602,0,239,0,0,0,0,548,4181,0,0,7570
2015-02-04,17213405,0,0,0,0,-197265225,0,-7504200,187556020,0,0,0,31723700,0,0,0,0,0,0,0,201162590,0,0,232886290,14510295,0,0,0,0,197265225,0,7504200,13606570,0,0,232886290,7812,0,0,0,0,-89666,0,-3411,85265,0,0,0,14411,0,0,0,0,0,0,0,91456,0,0,105867,6599,0,0,0,0,89666,0,3411,6191,0,0,105867
2015-02-05,4534020,0,-156880,0,0,0,0,0,-4377140,0,0,0,4551740,0,0,0,0,0,0,0,13925425,0,0,18477165,17720,0,156880,0,0,0,0,0,18302565,0,0,18477165,1931,0,-72,0,0,0,0,0,-1859,0,0,0,1939,0,0,0,0,0,0,0,6291,0,0,8230,8,0,72,0,0,0,0,0,8150,0,0,8230
2015-02-06,13205295,0,0,0,0,-23251800,0,-55660000,65706505,0,0,0,21796000,0,0,0,0,0,0,0,110775090,0,0,132571090,8590705,0,0,0,0,23251800,0,55660000,45068585,0,0,132571090,5911,0,0,0,0,-10334,0,-24200,28623,0,0,0,9650,0,0,0,0,0,0,0,48564,0,0,58214,3739,0,0,0,0,10334,0,24200,19941,0,0,58214
2015-02-09,23173560,0,0,0,0,0,0,-461000,-22712560,0,0,0,23173560,0,0,0,0,0,0,0,57753350,0,0,80926910,0,0,0,0,0,0,0,461000,80465910,0,0,80926910,10000,0,0,0,0,0,0,-200,-9800,0,0,0,10000,0,0,0,0,0,0,0,25044,0,0,35044,0,0,0,0,0,0,0,200,34844,0,0,35044
2015-02-10,-36363905,0,0,0,0,0,0,0,36363905,0,0,0,0,0,0,0,0,0,0,0,71188210,0,0,71188210,36363905,0,0,0,0,0,0,0,34824305,0,0,71188210,-15687,0,0,0,0,0,0,0,15687,0,0,0,0,0,0,0,0,0,0,0,30586,0,0,30586,15687,0,0,0,0,0,0,0,14899,0,0,30586
2015-02-11,0,0,0,0,0,0,0,-1836000,1836000,0,0,0,0,0,0,0,0,0,0,0,30918535,0,0,30918535,0,0,0,0,0,0,0,1836000,29082535,0,0,30918535,0,0,0,0,0,0,0,-800,800,0,0,0,0,0,0,0,0,0,0,0,13398,0,0,13398,0,0,0,0,0,0,0,800,12598,0,0,13398
2015-02-12,-1165000,0,0,0,0,0,0,0,1165000,0,0,0,0,0,0,0,0,0,0,0,50855230,0,0,50855230,1165000,0,0,0,0,0,0,0,49690230,0,0,50855230,-500,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,21966,0,0,21966,500,0,0,0,0,0,0,0,21466,0,0,21966
2015-02-13,4271460,0,-16949500,0,0,0,0,0,12678040,0,0,0,4271460,0,0,0,0,0,0,0,36206405,0,0,40477865,0,0,16949500,0,0,0,0,0,23528365,0,0,40477865,1830,0,-7350,0,0,0,0,0,5520,0,0,0,1830,0,0,0,0,0,0,0,15708,0,0,17538,0,0,7350,0,0,0,0,0,10188,0,0,17538
2015-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27303365,0,0,27303365,0,0,0,0,0,0,0,0,27303365,0,0,27303365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11481,0,0,11481,0,0,0,0,0,0,0,0,11481,0,0,11481
2015-02-17,-25246680,0,-36626225,0,0,0,0,0,61872905,0,0,0,477720,0,0,0,0,0,0,0,83409945,0,0,83887665,25724400,0,36626225,0,0,0,0,0,21537040,0,0,83887665,-10530,0,-15472,0,0,0,0,0,26002,0,0,0,200,0,0,0,0,0,0,0,35084,0,0,35284,10730,0,15472,0,0,0,0,0,9082,0,0,35284
2015-02-23,0,0,-19831255,0,0,0,0,0,19831255,0,0,0,0,0,0,0,0,0,0,0,33466325,0,0,33466325,0,0,19831255,0,0,0,0,0,13635070,0,0,33466325,0,0,-8521,0,0,0,0,0,8521,0,0,0,0,0,0,0,0,0,0,0,14411,0,0,14411,0,0,8521,0,0,0,0,0,5890,0,0,14411
