ticker,name,year,reprt_code,revenue,operating_income,net_income,equity,roe
036570,엔씨소프트,2025,11013,360277552006.0,5219932730.0,37506771591.0,3019245147251.0,0.012422565827471688
036570,엔씨소프트,2025,11014,360036113547.0,-7467009881.0,347360405104.0,3426951431330.0,0.10136134464245658
036810,에프에스티,2024,11011,237408450542.0,2287271800.0,-1637674189.0,244135781322.0,-0.006708046563809543
036810,에프에스티,2024,11012,51264615593.0,656801530.0,-670179560.0,239606550618.0,-0.0027970001582655144
036810,에프에스티,2024,11013,49614048789.0,-2979541575.0,-8165553864.0,231699999108.0,-0.03524192445160033
036810,에프에스티,2024,11014,58450635787.0,297078332.0,-1514683198.0,235225064264.0,-0.006439293375216285
036810,에프에스티,2025,11012,75999145398.0,1730010718.0,-3608699358.0,240355505818.0,-0.015014007462481636
036810,에프에스티,2025,11013,68494438290.0,2754422354.0,-234694344.0,244836339513.0,-0.0009585764289191168
036810,에프에스티,2025,11014,65499988910.0,-1872319549.0,-6765726454.0,236307547258.0,-0.02863102144855829
038620,위즈코프,2024,11011,104651520953.0,2790810913.0,1086244963.0,89353477095.0,0.012156717324442918
038620,위즈코프,2024,11012,24777313074.0,1083378997.0,240663250.0,85546204763.0,0.0028132545525162843
038620,위즈코프,2024,11013,22959096891.0,847049737.0,461518273.0,87277559548.0,0.0052879374193108486
038620,위즈코프,2024,11014,27912323253.0,740316233.0,792039194.0,86338243957.0,0.00917367736126841
038620,위즈코프,2025,11012,27564767730.0,1077348002.0,1197824976.0,94753919165.0,0.012641429363086968
038620,위즈코프,2025,11013,25150673989.0,517884962.0,561317122.0,90405942532.0,0.006208852054181247
038620,위즈코프,2025,11014,30068583604.0,477420918.0,2312473344.0,97066392509.0,0.023823625090276097
038880,아이에이,2024,11011,50722605792.0,-6441112791.0,-26030752034.0,79314068509.0,-0.32819842082676937
038880,아이에이,2024,11012,13437395825.0,-591879351.0,-2123905475.0,95369003353.0,-0.02227039604407472
038880,아이에이,2024,11013,12648293705.0,-1660169495.0,-4033979675.0,95697894575.0,-0.042153275084213106
038880,아이에이,2024,11014,11613186159.0,-1084185000.0,-2777301207.0,92394886592.0,-0.030059035834570442
038880,아이에이,2025,11012,10423745298.0,-1711121899.0,-4179170537.0,85879038896.0,-0.04866345258079797
038880,아이에이,2025,11013,13299932163.0,-1693216001.0,-5723157621.0,94238501160.0,-0.06073056713076441
038880,아이에이,2025,11014,8832481533.0,-1810796814.0,-1456619537.0,88414596732.0,-0.016474876217727565
042500,링네트,2024,11011,163904772518.0,13690916486.0,12854326549.0,106822305832.0,0.12033373038413968
042500,링네트,2024,11012,35258406885.0,3175790788.0,2987848332.0,102237204169.0,0.029224667832866705
042500,링네트,2024,11013,37380053538.0,2776016842.0,2936854616.0,97864295958.0,0.03000945939733115
042500,링네트,2024,11014,31753582054.0,4110762904.0,3599829332.0,104652409776.0,0.034397959298836434
042500,링네트,2025,11012,34505474209.0,2101041229.0,3427157895.0,107799708819.0,0.031791903081615315
042500,링네트,2025,11013,25815261820.0,960428716.0,1684532674.0,104757833052.0,0.016080255050367705
042500,링네트,2025,11014,43670341779.0,4956657272.0,3793540425.0,112467351433.0,0.033730148142235926
044180,KD,2024,11011,157635399233.0,2921575940.0,4522529746.0,39447081081.0,0.11464802013394883
044180,KD,2024,11012,33775204707.0,1106033491.0,10337791393.0,44851570570.0,0.23048894969833383
044180,KD,2024,11013,40623062193.0,2414505436.0,1939631844.0,34476960671.0,0.05625878285818578
044180,KD,2024,11014,27133386772.0,-2378301142.0,-4231368050.0,40555764549.0,-0.10433456493928517
044180,KD,2025,11012,7020925815.0,-2699070010.0,-2095010839.0,34890371169.0,-0.0600455302940833
044180,KD,2025,11013,10685947183.0,222090401.0,-2267518395.0,36953816052.0,-0.061360872495799475
044180,KD,2025,11014,3641638691.0,-1931312939.0,-2684270349.0,32164228805.0,-0.08345514407554283
046310,백금T&A,2024,11011,152492730341.0,12733328552.0,17666511720.0,98982547200.0,0.1784810779248162
046310,백금T&A,2024,11012,34513851143.0,3757851250.0,4198839557.0,101625261995.0,0.041316887893549384
046310,백금T&A,2024,11013,32534155306.0,2840756010.0,3240530518.0,98726585051.0,0.03282328175664146
046310,백금T&A,2024,11014,43171309093.0,4086905420.0,4285554215.0,92618128445.0,0.046271224510274114
046310,백금T&A,2025,11012,37983399818.0,2431092292.0,1427175116.0,99668477242.0,0.014319222641826343
046310,백금T&A,2025,11013,35520160011.0,2688191744.0,2723474297.0,99341265231.0,0.027415337329024923
046310,백금T&A,2025,11014,37196405807.0,2904481955.0,3614954994.0,103767190428.0,0.034837167500533575
056190,에스에프에이,2024,11011,2045361581270.0,-48399084010.0,-32117410210.0,1522364024097.0,-0.021097063318381192
056190,에스에프에이,2024,11012,556176217586.0,54458480781.0,37427266702.0,1717899936488.0,0.0217866395516113
056190,에스에프에이,2024,11013,572953637435.0,54689256113.0,48844965309.0,1672910120492.0,0.029197602854261397
056190,에스에프에이,2024,11014,450514389036.0,-149641970675.0,-99896875437.0,1569483984507.0,-0.06364950290867682
056190,에스에프에이,2025,11012,444992026297.0,21121709711.0,2569631428.0,1493948378920.0,0.0017200269194425773
056190,에스에프에이,2025,11013,398385487593.0,29047767809.0,21507659664.0,1521573750064.0,0.014135141108405263
056190,에스에프에이,2025,11014,394017361754.0,26703216163.0,23596951823.0,1510211754128.0,0.015624929258099265
060590,씨티씨바이오,2024,11011,144406933560.0,-3953111981.0,-5220439233.0,69620419955.0,-0.0749843111600633
060590,씨티씨바이오,2024,11012,34817399949.0,-354502005.0,-2254760445.0,72949209156.0,-0.030908634529241474
060590,씨티씨바이오,2024,11013,33192977870.0,-1363499719.0,-284013407.0,75188312117.0,-0.003777361121739889
060590,씨티씨바이오,2024,11014,35791974562.0,-3047522118.0,-3183538569.0,69745397329.0,-0.04564514205837481
060590,씨티씨바이오,2025,11012,35419486115.0,2267814511.0,1194235491.0,71437918703.0,0.01671710924229164
060590,씨티씨바이오,2025,11013,34096917885.0,916455556.0,635150790.0,70253758090.0,0.009040808737752181
060590,씨티씨바이오,2025,11014,31798568871.0,1451999845.0,310403683.0,71748767985.0,0.004326258021111859
064960,SNT모티브,2024,11011,968898049440.0,98128121434.0,104345991126.0,984795341182.0,0.10595703164147668
064960,SNT모티브,2024,11012,240285770949.0,25092005279.0,27242780893.0,949891703875.0,0.028679880855749622
064960,SNT모티브,2024,11013,221991270936.0,22008668244.0,26937019302.0,945102683899.0,0.028501685331028717
064960,SNT모티브,2024,11014,220829064753.0,22021882401.0,16963343030.0,949407859292.0,0.017867287345451344
064960,SNT모티브,2025,11011,1006373968570.0,102552954912.0,69508148662.0,1019390057900.0,0.0681860178283381
064960,SNT모티브,2025,11012,257539576696.0,26645675111.0,14166486630.0,1004621268793.0,0.014101320637000144
064960,SNT모티브,2025,11013,226184573925.0,23017985647.0,21278525570.0,992880310317.0,0.021431108411452272
064960,SNT모티브,2025,11014,231085379342.0,22001726629.0,21262739720.0,1013812992668.0,0.020973039282169714
066130,하츠,2024,11011,186549537819.0,10713401256.0,8880676863.0,109992119742.0,0.08073921008005588
066130,하츠,2024,11012,49928388607.0,5956529087.0,4766937506.0,107134757957.0,0.04449478018994802
066130,하츠,2024,11013,40903694610.0,2505222613.0,1928869790.0,102647279420.0,0.01879124123794532
066130,하츠,2024,11014,43582118585.0,3029978178.0,2948145131.0,110142111948.0,0.026766738705644853
066130,하츠,2025,11012,48077696401.0,3364290886.0,4380162205.0,113130434942.0,0.03871780575444294
066130,하츠,2025,11013,40860794046.0,1888530047.0,1560674871.0,109840808766.0,0.014208515837904952
066130,하츠,2025,11014,40316475194.0,2211258382.0,965081560.0,114145885706.0,0.00845480810833352
070300,엑스큐어,2024,11011,10747200049.0,-2176868091.0,-16289593205.0,20922099577.0,-0.778583102764094
070300,엑스큐어,2024,11012,17136631487.0,-90829353.0,-590522198.0,24608230617.0,-0.023996938552422863
070300,엑스큐어,2024,11013,15083651227.0,82569368.0,348110521.0,25178440433.0,0.013825738012897361
070300,엑스큐어,2024,11014,11322998702.0,-1116955042.0,-2041799301.0,26034631402.0,-0.07842628034453937
070300,엑스큐어,2025,11012,5216641442.0,1180549121.0,-765794260.0,22433636350.0,-0.0341359843786538
070300,엑스큐어,2025,11013,2903115676.0,-69889192.0,2281998458.0,23204098035.0,0.09834463095949422
