date,ticker,name,market,pension_value_net,fininv_value_net,pension_vol_net,fininv_vol_net,pension_value_buy,pension_value_sell,fininv_value_buy,fininv_value_sell,pension_vol_buy,pension_vol_sell,fininv_vol_buy,fininv_vol_sell,pension_value_net_3d_sum,pension_value_net_5d_sum,pension_value_net_10d_sum,pension_value_net_20d_sum,fininv_value_net_3d_sum,fininv_value_net_5d_sum,fininv_value_net_10d_sum,fininv_value_net_20d_sum,pension_vol_net_3d_sum,pension_vol_net_5d_sum,pension_vol_net_10d_sum,pension_vol_net_20d_sum,fininv_vol_net_3d_sum,fininv_vol_net_5d_sum,fininv_vol_net_10d_sum,fininv_vol_net_20d_sum
2025-12-24,475250,하나33호스팩,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,102548785.0,130823785.0,0.0,0.0,0.0,0.0,0.0,0.0,48803.0,62303.0
2025-12-24,477760,DB금융스팩12호,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-30869825.0,4191290.0,4191290.0,0.0,0.0,0.0,0.0,0.0,-14665.0,2007.0,2007.0
2025-12-24,487570,HS효성,KOSPI,-39500800,-118900,-655,-2,0,39500800,424100,543000,0,655,7,9,-26296800.0,-21250500.0,-21028400.0,-33023200.0,-933900.0,-1247200.0,-10221900.0,-4701450.0,-445.0,-365.0,-364.0,-560.0,-15.0,-20.0,-159.0,-72.0
2025-12-24,489730,디비금융제13호스팩,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10125000.0,116630800.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,56984.0
2025-12-26,001550,조비,KOSPI,0,113250,0,10,0,0,135860,22610,0,0,12,2,0.0,0.0,0.0,0.0,22500.0,-150230.0,-25660.0,840720.0,0.0,0.0,0.0,0.0,2.0,-13.0,-2.0,73.0
2025-12-26,002220,한일철강,KOSPI,0,458030,0,89,0,0,458030,0,0,0,89,0,0.0,0.0,0.0,451886.0,180140.0,-241750.0,2734515.0,1841340.0,0.0,0.0,0.0,102.0,36.0,-45.0,545.0,352.0
2025-12-26,002240,고려제강,KOSPI,0,1191350,0,57,0,0,1253550,62200,0,0,60,3,27001925.0,27001925.0,291817975.0,392141785.0,99000.0,-5850500.0,-72995.0,-14593805.0,1295.0,1295.0,14180.0,19196.0,4.0,-287.0,-6.0,-722.0
2025-12-26,003220,대원제약,KOSPI,0,3330170,0,273,0,0,3354560,24390,0,0,275,2,0.0,0.0,5921560.0,25678610.0,9253150.0,11907910.0,25864895.0,26698905.0,0.0,0.0,484.0,2043.0,758.0,975.0,2105.0,2170.0
2025-12-26,0054V0,엔에이치스팩32호,KOSDAQ,0,75406434,0,37724,0,0,75406434,0,0,0,37724,0,0.0,0.0,0.0,-1205180.0,204938247.0,409677307.0,883453703.0,-517042062.0,0.0,0.0,0.0,-246.0,102521.0,204833.0,441529.0,260392.0
2025-12-26,005740,크라운해태홀딩스,KOSPI,0,90240,0,13,0,0,104140,13900,0,0,15,2,0.0,0.0,0.0,0.0,21220530.0,20978490.0,22983290.0,59294210.0,0.0,0.0,0.0,0.0,2996.0,2962.0,3243.0,8582.0
2025-12-26,006805,미래에셋증권우,KOSPI,-564829605,-257717675,-35517,-13818,0,564829605,4286809350,4544527025,0,35517,269543,283361,-564829605.0,-583469430.0,-486137120.0,-486137120.0,-708841635.0,-646560855.0,-486719545.0,-545080650.0,-35517.0,-37096.0,-28260.0,-28260.0,-39682.0,-34637.0,-20442.0,-26135.0
2025-12-26,007340,DN오토모티브,KOSPI,-30746600,46247100,-1253,1890,0,30746600,249781300,203534200,0,1253,10149,8259,-30746600.0,-32188975.0,2084910150.0,4934372900.0,230856700.0,568080600.0,762146550.0,-1580398125.0,-1253.0,-1308.0,75465.0,176743.0,9110.0,21982.0,29089.0,-59336.0
2025-12-26,007770,한일화학,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,009470,삼화전기,KOSPI,0,691600,0,23,0,0,751800,60200,0,0,25,2,26260725.0,26988100.0,-1559830325.0,-1585884425.0,301650.0,-261350.0,542400.0,68800.0,867.0,867.0,-54013.0,-54883.0,10.0,-9.0,-100.0,-116.0
2025-12-26,010950,S-Oil,KOSPI,1868970250,21369350,22799,243,2035765550,166795300,1053424700,1032055350,24839,2040,12859,12616,2168055000.0,8155149500.0,21498064850.0,25519311600.0,146236900.0,2358908150.0,-340210900.0,2081681200.0,26398.0,98343.0,256517.0,302948.0,1685.0,28477.0,-3629.0,28304.0
2025-12-26,012170,아센디오,KOSPI,0,-1689,0,-1,0,0,0,1689,0,0,0,1,0.0,0.0,0.0,0.0,-20535.0,-53787.0,-41549.0,-20348.0,0.0,0.0,0.0,0.0,-12.0,-31.0,-24.0,-11.0
2025-12-26,012280,영화금속,KOSPI,0,103933,0,6,0,0,19569656,19465723,0,0,20344,20338,0.0,0.0,0.0,0.0,-3804253.0,-2024877.0,-1442511.0,-255185.0,0.0,0.0,0.0,0.0,-4068.0,-2180.0,-1529.0,-226.0
2025-12-26,017670,SK텔레콤,KOSPI,1507687600,-1782046550,28282,-33506,1889060800,381373200,1195817150,2977863700,35449,7167,22419,55925,1803278800.0,2462623850.0,14834743500.0,21744812200.0,-524826950.0,4539962750.0,21379946500.0,37021938650.0,33895.0,46476.0,278337.0,405807.0,-9832.0,85846.0,401318.0,690754.0
2025-12-26,018250,애경산업,KOSPI,0,791530,0,59,0,0,5824700,5033170,0,0,430,371,84500.0,84500.0,7815750.0,-712347320.0,-7864530.0,63333880.0,60951340.0,44200820.0,-4.0,-4.0,564.0,-52200.0,-574.0,4634.0,4446.0,3247.0
2025-12-26,020180,대신정보통신,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,021650,한국큐빅,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,024830,세원물산,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,340.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,025770,한국정보통신,KOSDAQ,-23086265,6370,-3000,1,0,23086265,1423540,1417170,0,3000,184,183,-54170370.0,-108514160.0,-235166430.0,-422781015.0,7230.0,-188070.0,38583190.0,46309720.0,-7000.0,-14000.0,-30000.0,-53286.0,1.0,-24.0,4978.0,5933.0
2025-12-26,028050,삼성E&A,KOSPI,-107444100,101928600,-4423,4166,48431125,155875225,638468575,536539975,1984,6407,26109,21943,-6437531250.0,-7283456975.0,-10584962425.0,-25117527150.0,652183150.0,4026267025.0,6783453700.0,9888989650.0,-260246.0,-294320.0,-427141.0,-1009625.0,26312.0,160985.0,271200.0,388148.0
2025-12-26,028080,휴맥스홀딩스,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,029480,광무,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,031440,신세계푸드,KOSPI,0,575075,0,12,0,0,718775,143700,0,0,15,3,-34547700.0,-221401950.0,122327675.0,84017175.0,-200697400.0,3131602175.0,11621547650.0,11622698475.0,-722.0,-4627.0,2558.0,1499.0,-4188.0,65523.0,243138.0,243155.0
2025-12-26,033230,인성정보,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,034230,파라다이스,KOSPI,15252535,116394900,937,7172,15252535,0,172507760,56112860,937,0,10629,3457,-1100119310.0,-769646045.0,-1518694625.0,8530640430.0,-293921375.0,-248156150.0,-674104155.0,954605720.0,-66879.0,-47246.0,-99771.0,456401.0,-17867.0,-15032.0,-38959.0,55491.0
2025-12-26,034950,한국기업평가,KOSDAQ,0,17660900,0,177,0,0,36742500,19081600,0,0,366,189,0.0,0.0,0.0,-464586900.0,9990800.0,19157000.0,99724068.0,674949368.0,0.0,0.0,0.0,-4722.0,100.0,192.0,992.0,6811.0
2025-12-26,035250,강원랜드,KOSPI,-163451030,246491550,-8884,13280,253319510,416770540,1019949070,773457520,13622,22506,54896,41616,-116919355.0,11365480.0,611871045.0,-786503140.0,348016840.0,2344715175.0,2238406125.0,3719339725.0,-6429.0,485.0,33179.0,-44387.0,18625.0,126107.0,127165.0,208515.0
2025-12-26,036570,엔씨소프트,KOSPI,3314175000,-256183250,15898,-1265,5140226500,1826051500,1047447750,1303631000,24672,8774,5038,6303,7127211900.0,6567981750.0,6134026750.0,5597345850.0,3435878900.0,7330245550.0,11825244400.0,7882698150.0,34155.0,31170.0,28900.0,25666.0,16690.0,36486.0,59392.0,39536.0
2025-12-26,036810,에프에스티,KOSDAQ,208935900,498898425,5721,13760,208935900,0,624612775,125714350,5721,0,17194,3434,495926850.0,690474050.0,199373700.0,-350349975.0,466677725.0,980251875.0,920199031.0,2759391981.0,13944.0,19623.0,1671.0,-17452.0,12610.0,28793.0,26695.0,90875.0
2025-12-26,038620,위즈코프,KOSDAQ,0,-18691133,0,-31086,0,0,2586216,21277349,0,0,4336,35422,0.0,0.0,0.0,0.0,4260365.0,-32287372.0,12677455.0,10153063.0,0.0,0.0,0.0,0.0,6879.0,-53892.0,15796.0,12832.0
2025-12-26,038880,아이에이,KOSDAQ,0,-14435523,0,-92900,0,0,13750520,28186043,0,0,88941,181841,0.0,0.0,0.0,0.0,-20357719.0,4646968.0,-28982096.0,-38906272.0,0.0,0.0,0.0,0.0,-128270.0,30761.0,-174936.0,-228132.0
2025-12-26,042500,링네트,KOSDAQ,0,-8467675,0,-2127,0,0,31885,8499560,0,0,8,2135,0.0,0.0,0.0,0.0,633190.0,351625.0,435495.0,62775.0,0.0,0.0,0.0,0.0,140.0,70.0,91.0,-2.0
2025-12-26,044180,KD,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,046310,백금T&A,KOSDAQ,0,41387215,0,11529,0,0,94038880,52651665,0,0,26304,14775,0.0,0.0,0.0,0.0,24670445.0,28871435.0,-69961810.0,6358201.0,0.0,0.0,0.0,0.0,6619.0,7928.0,-21602.0,2483.0
2025-12-26,056190,에스에프에이,KOSDAQ,0,489706350,0,20555,0,0,668835700,179129350,0,0,28027,7472,0.0,-449127200.0,-1502014200.0,-1909610775.0,750566525.0,1054462325.0,1409371705.0,3032564680.0,0.0,-19106.0,-63530.0,-80676.0,31401.0,44260.0,59122.0,128806.0
2025-12-26,060590,씨티씨바이오,KOSDAQ,0,5310,0,0,0,0,10011690,10006380,0,0,2154,2154,0.0,0.0,0.0,0.0,20410.0,10830.0,19655.0,31885.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
2025-12-26,064960,SNT모티브,KOSPI,0,-61416675,0,-1783,0,0,161417400,222834075,0,0,4672,6455,240198100.0,321112300.0,1689687375.0,7341683725.0,-32707525.0,-79223175.0,91487900.0,-1764653200.0,6913.0,9200.0,48952.0,210064.0,-941.0,-2266.0,2925.0,-49772.0
2025-12-26,066130,하츠,KOSDAQ,0,2192785,0,489,0,0,2197280,4495,0,0,490,1,0.0,0.0,0.0,0.0,-1679825.0,3399070.0,6825030.0,-9051655.0,0.0,0.0,0.0,0.0,-378.0,753.0,1528.0,-2077.0
2025-12-26,070300,엑스큐어,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2025-12-26,071055,한국금융지주우,KOSPI,0,-49641600,0,-405,0,0,140333800,189975400,0,0,1142,1547,0.0,-11004800.0,147146450.0,240663500.0,60675550.0,77579950.0,-53332100.0,258960700.0,0.0,-90.0,1153.0,1881.0,484.0,618.0,-487.0,2199.0
2025-12-26,078600,대주전자재료,KOSDAQ,0,690258450,0,10292,0,0,854297900,164039450,0,0,12747,2455,-34553900.0,-1429952550.0,-3066461400.0,-711111800.0,1244403500.0,2216242800.0,3842954222.0,8015193822.0,-513.0,-21706.0,-45017.0,-14757.0,18510.0,33118.0,56427.0,112468.0
2025-12-26,078890,가온그룹,KOSDAQ,0,5770,0,1,0,0,5770,0,0,0,1,0,0.0,0.0,0.0,0.0,130.0,1170.0,1100.0,10485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2025-12-26,079000,와토스코리아,KOSDAQ,0,-7030,0,0,0,0,4777150,4784180,0,0,724,724,0.0,0.0,0.0,0.0,14195990.0,29441380.0,124205190.0,201950690.0,0.0,0.0,0.0,0.0,2212.0,4691.0,20521.0,34506.0
2025-12-26,079430,현대리바트,KOSPI,0,298180,0,48,0,0,310640,12460,0,0,50,2,0.0,0.0,0.0,801610.0,72200.0,-287640.0,197410.0,-40196480.0,0.0,0.0,0.0,129.0,12.0,-45.0,31.0,-6474.0
2025-12-26,080220,제주반도체,KOSDAQ,170628575,567266255,8398,27935,170628575,0,687864635,120598380,8398,0,33893,5958,730626125.0,743403545.0,732769780.0,618782570.0,1297443365.0,2348232185.0,4374682307.0,7143570457.0,37226.0,37918.0,37339.0,31604.0,65593.0,121755.0,230656.0,375837.0
2025-12-26,081660,미스토홀딩스,KOSPI,-433563875,265960225,-9982,6095,325235900,758799775,424989300,159029075,7404,17386,9720,3625,95100975.0,61505575.0,1985486425.0,3536996000.0,385636500.0,1437227150.0,2379312250.0,1072439900.0,1836.0,1070.0,43445.0,77791.0,8855.0,32618.0,53993.0,23099.0
2025-12-26,083450,GST,KOSDAQ,169036250,-752650,6342,42,169036250,0,162163200,162915850,6342,0,6039,5997,743541125.0,731304925.0,731304925.0,982027375.0,-96116825.0,-269017925.0,-362374325.0,-298598750.0,27219.0,26729.0,26729.0,36434.0,-3389.0,-10621.0,-14496.0,-11943.0
2025-12-26,083500,에프엔에스테크,KOSDAQ,0,137100370,0,9635,0,0,137100370,0,0,0,9635,0,0.0,0.0,0.0,0.0,-74714940.0,278934400.0,577780860.0,1081139690.0,0.0,0.0,0.0,0.0,-6524.0,18120.0,38587.0,69645.0
2025-12-26,084730,팅크웨어,KOSDAQ,0,42005470,0,4811,0,0,112802690,70797220,0,0,13374,8563,0.0,0.0,0.0,0.0,25223820.0,46165130.0,34980390.0,36040610.0,0.0,0.0,0.0,0.0,2711.0,5326.0,3929.0,4142.0
2025-12-26,088800,에이스테크,KOSDAQ,0,2840,0,1,0,0,2840,0,0,0,1,0,0.0,0.0,0.0,0.0,10349750.0,10343460.0,-838090.0,-828005.0,0.0,0.0,0.0,0.0,3653.0,3651.0,3.0,6.0
2025-12-26,088980,맥쿼리인프라,KOSPI,0,2662386365,0,231598,0,0,3873474285,1211087920,0,0,336944,105346,13257265.0,13257265.0,1841393575.0,3132260315.0,3217602480.0,4318400885.0,8587404205.0,16198245370.0,1148.0,1148.0,157736.0,268388.0,279916.0,374907.0,741452.0,1395078.0
2025-12-26,090430,아모레퍼시픽,KOSPI,-989992400,-3358698100,-8312,-28159,960000,990952400,597795800,3956493900,8,8320,5005,33164,-4318097150.0,-2456110100.0,-3540415200.0,-719129000.0,-3637853400.0,-1321403750.0,-750009800.0,303234050.0,-35820.0,-20405.0,-29866.0,-7701.0,-30518.0,-11551.0,-6990.0,1395.0
2025-12-26,091120,이엠텍,KOSDAQ,0,8340,0,1,0,0,47700,39360,0,0,6,5,0.0,0.0,-221189750.0,-359815285.0,34419020.0,34452270.0,43429247.0,792882752.0,0.0,0.0,-28000.0,-45383.0,4212.0,4216.0,5022.0,95883.0
2025-12-26,092440,기신정기,KOSPI,0,-3510640,0,-1523,0,0,3120860,6631500,0,0,1357,2880,0.0,0.0,0.0,0.0,-4881200.0,-15849405.0,-11454695.0,-2350690.0,0.0,0.0,0.0,0.0,-2113.0,-6886.0,-4960.0,-1085.0
2025-12-26,094360,칩스앤미디어,KOSDAQ,0,979640,0,54,0,0,1504780,525140,0,0,83,29,0.0,0.0,0.0,-314013290.0,399290.0,-208306380.0,-315914820.0,1064066210.0,0.0,0.0,0.0,-16303.0,21.0,-12267.0,-19109.0,62835.0
2025-12-26,098120,마이크로컨텍솔,KOSDAQ,0,-260,0,0,0,0,17270,17530,0,0,1,1,0.0,0.0,0.0,0.0,-270.0,220.0,17870.0,-1060.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-12-26,100120,뷰웍스,KOSDAQ,0,3943080,0,199,0,0,15443610,11500530,0,0,780,581,0.0,-219940050.0,-219940050.0,-1630383375.0,-57407710.0,7644220.0,-44327125.0,6158770.0,0.0,-11000.0,-11000.0,-80470.0,-2888.0,359.0,-2248.0,348.0
2025-12-26,100590,머큐리,KOSDAQ,0,-760690,0,-240,0,0,0,760690,0,0,0,240,0.0,0.0,0.0,0.0,-845830.0,1708320.0,22250385.0,26528495.0,0.0,0.0,0.0,0.0,-267.0,538.0,6949.0,8277.0
2025-12-26,109820,진매트릭스,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-4368900.0,-3267546.0,0.0,0.0,0.0,0.0,0.0,0.0,-1787.0,-1353.0
2025-12-26,114810,한솔아이원스,KOSDAQ,320725435,375426790,25475,29196,320725435,0,450636060,75209270,25475,0,35145,5949,224339530.0,115754835.0,397157200.0,-294362930.0,140535905.0,138599000.0,-183500980.0,-376736160.0,17604.0,8859.0,31598.0,-24605.0,9990.0,9835.0,-16581.0,-32224.0
2025-12-26,126340,비나텍,KOSDAQ,0,-792500,0,10,0,0,443358400,444150900,0,0,6353,6343,1359650650.0,1999206650.0,897943000.0,-575104950.0,-699181100.0,360176800.0,377523850.0,-503140550.0,19197.0,27514.0,12153.0,-9058.0,-9966.0,4184.0,4776.0,-8119.0
2025-12-26,136540,윈스테크넷,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-144392920.0,-144392920.0,-144392920.0,47880000.0,62040370.0,80843090.0,112433620.0,0.0,-12000.0,-12000.0,-12000.0,4000.0,5181.0,6743.0,9392.0
2025-12-26,142280,녹십자엠에스,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-3709155.0,-2541595.0,0.0,0.0,0.0,0.0,0.0,0.0,-904.0,-623.0
2025-12-26,155660,DSR,KOSPI,0,-2982360,0,-783,0,0,549710,3532070,0,0,144,927,0.0,0.0,0.0,0.0,-6244140.0,-6564710.0,325730.0,1090365.0,0.0,0.0,0.0,0.0,-1629.0,-1711.0,3.0,186.0
2025-12-26,186230,그린플러스,KOSDAQ,0,5880,0,1,0,0,5880,0,0,0,1,0,0.0,0.0,0.0,0.0,11860.0,23790.0,59165.0,124615.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,21.0
2025-12-26,189330,씨이랩,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,204270,제이앤티씨,KOSDAQ,0,405990535,0,20957,0,0,410228375,4237840,0,0,21177,220,0.0,6018285.0,28009235.0,57321985.0,66057920.0,376720190.0,741681620.0,1746352175.0,0.0,297.0,1352.0,2688.0,3338.0,18775.0,37052.0,82874.0
2025-12-26,207760,미스터블루,KOSDAQ,0,-14994739,0,-12385,0,0,84785,15079524,0,0,70,12455,0.0,0.0,0.0,0.0,-177253545.0,-901226396.0,-1072677485.0,-1066859924.0,0.0,0.0,0.0,0.0,-143071.0,-701167.0,-831784.0,-827721.0
2025-12-26,207940,삼성바이오로직스,KOSPI,-1568229500,2182799500,-932,1295,1515227000,3083456500,5634586000,3451786500,900,1832,3343,2048,-9632654000.0,-18556641500.0,11323644000.0,-4191040500.0,-576966000.0,10447276500.0,32558454000.0,32647389500.0,-5656.0,-10833.0,5840.0,-3696.0,-353.0,5993.0,18990.0,19114.0
2025-12-26,214320,이노션,KOSPI,0,91491410,0,4921,0,0,134266930,42775520,0,0,7211,2290,-133897725.0,726692135.0,3505789075.0,3815394355.0,249612010.0,370183080.0,775855615.0,836457030.0,-7106.0,37801.0,182850.0,199063.0,13315.0,19657.0,40949.0,44261.0
2025-12-26,214450,파마리서치,KOSDAQ,1316969250,7209352500,3466,18870,1626782500,309813250,10219549500,3010197000,4282,816,26775,7905,3885838000.0,7667986500.0,6345092250.0,3297410250.0,17804998000.0,16301279000.0,17724339500.0,15708046250.0,9927.0,19448.0,15904.0,7236.0,45558.0,41522.0,45117.0,30530.0
2025-12-26,225220,제놀루션,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,237690,에스티팜,KOSDAQ,-562330350,3160911100,-4641,25948,307075800,869406150,3394481800,233570700,2523,7164,27871,1923,476456900.0,194899450.0,3195298250.0,24529626850.0,4281099750.0,7797990700.0,9041910858.0,21151434908.0,3656.0,1112.0,23275.0,201918.0,34923.0,62641.0,72324.0,173782.0
2025-12-26,239890,피엔에이치테크,KOSDAQ,0,3621925,0,750,0,0,9632435,6010510,0,0,1986,1236,0.0,0.0,0.0,-45640525.0,-16138160.0,1370315.0,20208080.0,4484490.0,0.0,0.0,0.0,-9175.0,-3243.0,259.0,3938.0,944.0
2025-12-26,241560,두산밥캣,KOSPI,930111550,-253244300,16333,-4465,938385450,8273900,618118300,871362600,16477,144,10818,15283,-1698993350.0,185724400.0,9743561100.0,16365630400.0,910899700.0,2984044650.0,5181128150.0,6891337900.0,-29080.0,2591.0,158003.0,271081.0,15475.0,50257.0,86140.0,115303.0
2025-12-26,248070,솔루엠,KOSPI,0,133048850,0,8115,0,0,157897450,24848600,0,0,9635,1520,-764192860.0,-764192860.0,-652707690.0,-841403505.0,319590665.0,178223020.0,949597260.0,839409005.0,-46298.0,-46298.0,-39717.0,-51999.0,19298.0,10974.0,56733.0,50847.0
2025-12-26,258790,소프트캠프,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5096.0,10487080.0,11469061.0,11469061.0,11469061.0,0.0,0.0,0.0,0.0,7307.0,8000.0,8000.0,8000.0
2025-12-26,263020,디케이앤디,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
2025-12-26,293940,신한알파리츠,KOSPI,0,322106215,0,58561,0,0,412511750,90405535,0,0,75029,16468,0.0,0.0,35946630.0,525760945.0,518636805.0,1045717520.0,3222888440.0,6343484095.0,0.0,0.0,6513.0,89882.0,94426.0,190273.0,582839.0,1120057.0
2025-12-26,297090,씨에스베어링,KOSDAQ,0,157930600,0,25598,0,0,193030690,35100090,0,0,31248,5650,0.0,0.0,0.0,-8223590.0,283284220.0,313178310.0,447004610.0,431827430.0,0.0,0.0,0.0,-1362.0,45331.0,49805.0,71243.0,69264.0
2025-12-26,303530,이노뎁,KOSDAQ,0,10,0,0,0,0,5540,5530,0,0,1,1,0.0,0.0,0.0,0.0,210.0,240.0,5870.0,5960.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-26,307750,국전약품,KOSDAQ,0,-10,0,0,0,0,3360,3370,0,0,1,1,0.0,0.0,0.0,0.0,13513765.0,16615985.0,65232405.0,101939100.0,0.0,0.0,0.0,0.0,4000.0,4894.0,18763.0,29327.0
2025-12-26,317770,엑스페릭스,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12382025.0,12382025.0,0.0,0.0,0.0,0.0,0.0,0.0,4323.0,4323.0
2025-12-26,320000,한울반도체,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,353810,이지바이오,KOSDAQ,0,-11393210,0,-1871,0,0,57974760,69367970,0,0,9785,11656,-68688710.0,-68688710.0,103907190.0,544260235.0,-105954950.0,9438420.0,35592360.0,-257897980.0,-11278.0,-11278.0,15787.0,77743.0,-17243.0,1519.0,5626.0,-38475.0
2025-12-26,369370,블리츠웨이엔터테인먼트,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,377030,비트맥스,KOSDAQ,0,-64752,0,-38,0,0,0,64752,0,0,0,38,0.0,0.0,0.0,0.0,-278940.0,-634270.0,-1445403.0,-4884653.0,0.0,0.0,0.0,0.0,-162.0,-354.0,-770.0,-1683.0
2025-12-26,377450,리파인,KOSDAQ,0,395910,0,32,0,0,9864480,9468570,0,0,794,762,0.0,0.0,0.0,-160568200.0,395080.0,-4324200.0,-4206290.0,-4108930.0,0.0,0.0,0.0,-11585.0,32.0,-335.0,-335.0,-336.0
2025-12-26,381620,제닉스로보틱스,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,70.0,50.0,14230.0,16605.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2025-12-26,382800,지앤비에스 에코,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,383930,디티앤씨알오,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,340790.0,340790.0,340790.0,340790.0,0.0,0.0,0.0,0.0,143.0,143.0,143.0,143.0
2025-12-26,393890,더블유씨피,KOSDAQ,0,-32686395,0,-5042,0,0,74146545,106832940,0,0,11491,16533,0.0,0.0,0.0,-961368915.0,-54134025.0,-40293745.0,-186483610.0,-13382470.0,0.0,0.0,0.0,-126927.0,-8119.0,-6023.0,-26931.0,-5105.0
2025-12-26,417840,저스템,KOSDAQ,0,530,0,0,0,0,32300,31770,0,0,2,2,0.0,0.0,0.0,0.0,126675825.0,261149045.0,424620525.0,429720205.0,0.0,0.0,0.0,0.0,8159.0,17560.0,29631.0,30131.0
2025-12-26,475250,하나33호스팩,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,63062500.0,115148785.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,54803.0
2025-12-26,477760,DB금융스팩12호,KOSDAQ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-37808710.0,4191290.0,0.0,0.0,0.0,0.0,0.0,0.0,-17993.0,2007.0
2025-12-26,487570,HS효성,KOSPI,0,666200,0,11,0,0,1088100,421900,0,0,18,7,-26296800.0,-26296800.0,-21028400.0,-45927800.0,491000.0,-392700.0,106900.0,-3663450.0,-445.0,-445.0,-364.0,-759.0,8.0,-6.0,2.0,-55.0
