date,open,high,low,close,volume,등락률
2020-01-02,3705,3809,3659,3763,504954,2.73000273000273
2020-01-03,3807,3807,3654,3743,525266,-0.5314908317831517
2020-01-06,3743,3905,3674,3867,737316,3.3128506545551697
2020-01-07,3903,3942,3742,3743,638390,-3.2066201189552626
2020-01-08,3732,3786,3543,3586,402774,-4.194496393267433
2020-01-09,3658,3781,3654,3774,307946,5.242610150585611
2020-01-10,3792,3903,3769,3820,477106,1.2188659247482776
2020-01-13,3846,3846,3762,3805,207464,-0.3926701570680628
2020-01-14,3845,3884,3716,3747,393812,-1.5243101182654402
2020-01-15,3745,3788,3696,3720,206832,-0.7205764611689351
2020-01-16,3731,3789,3689,3786,314798,1.7741935483870968
2020-01-17,3785,3812,3708,3732,188596,-1.4263074484944533
2020-01-20,3750,3942,3731,3924,1365612,5.144694533762058
2020-01-21,3924,4001,3847,3867,639470,-1.452599388379205
2020-01-22,3885,4173,3847,4078,1702678,5.456426170157745
2020-01-23,4097,4270,4001,4155,1253600,1.888180480627759
2020-01-28,3961,4057,3846,3924,806846,-5.55956678700361
2020-01-29,4001,4040,3886,3944,605124,0.509683995922528
2020-01-30,3905,4116,3828,3905,1292740,-0.9888438133874239
2020-01-31,3982,4155,3886,3944,1985862,0.998719590268886
2020-02-03,3847,4000,3751,3982,726578,0.9634888438133874
2020-02-04,4019,4192,3981,4174,1158310,4.821697639377198
2020-02-05,4193,4327,4116,4136,929296,-0.9103977000479155
2020-02-06,4193,4212,4078,4136,651910,0.0
2020-02-07,4134,4154,4001,4059,585364,-1.8617021276595744
2020-02-10,4001,4117,4001,4040,273826,-0.46809559004680956
2020-02-11,4097,4348,4059,4348,2385482,7.623762376237623
2020-02-12,4327,4711,4270,4655,2356054,7.060717571297149
2020-02-13,4615,4788,4481,4578,1264858,-1.6541353383458646
2020-02-14,4577,4674,4462,4559,1102100,-0.4150283966797728
2020-02-17,4578,4731,4501,4694,811928,2.9611756964246547
2020-02-18,4694,4713,4367,4444,826926,-5.3259480187473365
