date,open,high,low,close,volume,등락률
2020-01-02,11500,11600,11400,11550,4547,0.43478260869565216
2020-01-03,11600,11800,11500,11650,8162,0.8658008658008658
2020-01-06,11750,11750,11400,11500,7509,-1.2875536480686696
2020-01-07,11450,11650,11450,11650,8067,1.3043478260869565
2020-01-08,11550,11600,11100,11100,35166,-4.721030042918455
2020-01-09,11200,11850,11150,11250,19359,1.3513513513513513
2020-01-10,11300,11450,11150,11300,13920,0.4444444444444444
2020-01-13,11450,11700,11200,11600,15551,2.6548672566371683
2020-01-14,11550,11750,11550,11700,6779,0.8620689655172413
2020-01-15,11750,11800,11600,11800,6964,0.8547008547008548
2020-01-16,11850,11950,11750,11850,3830,0.423728813559322
2020-01-17,11850,12000,11700,11950,5887,0.8438818565400843
2020-01-20,11950,12250,11800,12000,5498,0.41841004184100417
2020-01-21,11850,12000,11500,11500,20792,-4.166666666666666
2020-01-22,11600,11950,11600,11950,7486,3.91304347826087
2020-01-23,11950,12100,11700,12000,6445,0.41841004184100417
2020-01-28,11700,11900,11450,11750,11898,-2.083333333333333
2020-01-29,11650,11750,11500,11750,8392,0.0
2020-01-30,11750,11850,11450,11500,7870,-2.127659574468085
2020-01-31,11500,11550,11150,11400,19254,-0.8695652173913043
2020-02-03,11350,11350,10900,11200,8589,-1.7543859649122806
2020-02-04,11100,11400,11100,11150,5231,-0.4464285714285714
2020-02-05,11250,11800,11200,11450,6252,2.690582959641256
2020-02-06,11450,11650,11450,11650,5109,1.7467248908296942
2020-02-07,11650,11700,11500,11650,2456,0.0
2020-02-10,11650,11650,11400,11450,3375,-1.7167381974248928
2020-02-11,11450,11450,11200,11450,7786,0.0
2020-02-12,11500,11850,11350,11750,17157,2.6200873362445414
2020-02-13,11800,11800,11550,11650,4568,-0.851063829787234
2020-02-14,11650,11700,11450,11550,7015,-0.8583690987124464
2020-02-17,11550,11600,11400,11500,4488,-0.4329004329004329
2020-02-18,11700,11700,11450,11550,2671,0.43478260869565216
2020-02-19,11450,11600,11350,11500,6242,-0.4329004329004329
2020-02-20,11500,11500,11300,11400,7767,-0.8695652173913043
2020-02-21,11400,11400,10800,11050,17748,-3.070175438596491
2020-02-24,10950,10950,10650,10650,12885,-3.619909502262444
2020-02-25,10300,10750,10300,10750,6836,0.9389671361502347
2020-02-26,10700,10750,10350,10500,9969,-2.3255813953488373
2020-02-27,10500,10600,9990,9990,22947,-4.857142857142857
2020-02-28,9970,10050,9810,10050,25105,0.6006006006006006
2020-03-02,9850,10100,9850,10050,7553,0.0
2020-03-03,10050,10400,10050,10250,4277,1.9900497512437811
2020-03-04,10250,10450,10100,10250,3211,0.0
2020-03-05,10250,10400,10200,10300,8236,0.4878048780487805
2020-03-06,10300,10400,10050,10150,4064,-1.4563106796116505
2020-03-09,10000,10500,9870,9940,13269,-2.0689655172413794
2020-03-10,9770,10000,9760,9950,16983,0.1006036217303823
2020-03-11,10000,10050,9750,9750,11194,-2.0100502512562812
2020-03-12,9500,9890,9300,9480,17400,-2.769230769230769
2020-03-13,8410,9100,8210,8800,41772,-7.172995780590717
2020-03-16,9450,9450,8650,8730,28023,-0.7954545454545454
2020-03-17,7900,8560,7530,8430,18475,-3.436426116838488
2020-03-18,8290,8820,7750,7750,19595,-8.066429418742587
2020-03-19,7420,7750,6410,6450,90695,-16.7741935483871
2020-03-20,6370,6850,6370,6660,8820,3.255813953488372
2020-03-23,6010,6420,6010,6120,10621,-8.108108108108109
2020-03-24,6130,6590,6130,6380,28381,4.248366013071895
2020-03-25,7100,7100,6570,6970,20252,9.247648902821316
2020-03-26,6980,7290,6970,7210,14636,3.443328550932568
2020-03-27,7230,7550,7200,7400,13255,2.6352288488210815
2020-03-30,7310,7390,7160,7310,11265,-1.2162162162162162
2020-03-31,7410,8000,7350,7620,22714,4.240766073871409
2020-04-01,7680,8170,7610,7800,13979,2.3622047244094486
2020-04-02,7800,7990,7720,7990,5205,2.435897435897436
2020-04-03,8140,8270,7860,8080,5155,1.1264080100125156
2020-04-06,8080,8380,8070,8210,9694,1.608910891089109
2020-04-07,8400,8400,8150,8200,12104,-0.12180267965895249
2020-04-08,8290,8370,8150,8370,17928,2.073170731707317
2020-04-09,8410,8650,8330,8520,11691,1.7921146953405016
2020-04-10,8640,8650,8310,8620,11986,1.1737089201877933
2020-04-13,8620,8620,8250,8500,11015,-1.3921113689095126
2020-04-14,8600,9220,8510,8780,13637,3.294117647058824
2020-04-16,8780,8990,8460,8800,8951,0.22779043280182232
2020-04-17,8820,9160,8820,9050,8077,2.840909090909091
2020-04-20,8990,9150,8900,9130,10148,0.8839779005524863
2020-04-21,9060,9480,8650,9100,15160,-0.32858707557502737
2020-04-22,9250,9250,8900,8920,9154,-1.9780219780219779
2020-04-23,8930,9140,8900,9070,8904,1.6816143497757847
2020-04-24,9070,9100,8950,9050,7158,-0.2205071664829107
