date,open,high,low,close,volume,등락률
2020-01-02,202500,209500,197000,207500,244784,3.75
2020-01-03,210000,212500,205000,206500,235872,-0.48192771084337355
2020-01-06,204500,210000,203500,207000,185010,0.24213075060532688
2020-01-07,209000,222500,209000,222500,487251,7.487922705314009
2020-01-08,219500,220000,211000,214000,418040,-3.8202247191011236
2020-01-09,218500,219000,210000,212000,275845,-0.9345794392523363
2020-01-10,213500,221000,213500,220500,309458,4.009433962264151
2020-01-13,223000,236000,221000,232000,561971,5.215419501133787
2020-01-14,234500,238000,228500,234500,329888,1.0775862068965518
2020-01-15,236000,238000,231500,234500,199803,0.0
2020-01-16,236000,236500,232000,236500,216855,0.8528784648187633
2020-01-17,237000,240500,232000,236500,249011,0.0
2020-01-20,236500,237000,222500,225000,567605,-4.862579281183932
2020-01-21,222000,227000,217000,219000,445999,-2.666666666666667
2020-01-22,215500,224500,215000,223500,423623,2.054794520547945
2020-01-23,218500,219000,211000,212500,467540,-4.921700223713646
2020-01-28,195000,198000,191000,194500,836404,-8.470588235294118
2020-01-29,196500,203000,190500,202500,639606,4.113110539845758
2020-01-30,202000,202000,191000,194000,501382,-4.197530864197531
2020-01-31,194500,197000,187000,188000,412907,-3.0927835051546393
2020-02-03,181500,193000,179500,191000,407737,1.5957446808510638
2020-02-04,191500,198000,189000,197000,418341,3.1413612565445024
2020-02-05,199000,201500,180000,182000,1075027,-7.614213197969544
2020-02-06,180500,184500,176000,183000,836381,0.5494505494505495
2020-02-07,182000,184500,176500,178000,677226,-2.73224043715847
2020-02-10,178000,182000,175000,182000,398642,2.247191011235955
2020-02-11,183000,187000,181500,182500,422297,0.27472527472527475
2020-02-12,183000,191500,181000,189500,550848,3.8356164383561646
2020-02-13,190500,195000,187500,189000,483640,-0.2638522427440633
2020-02-14,187500,191500,187000,190500,200811,0.7936507936507936
2020-02-17,194500,198500,191000,194500,402462,2.099737532808399
2020-02-18,194500,194500,189000,190000,200139,-2.313624678663239
2020-02-19,190000,192500,185000,188000,272526,-1.0526315789473684
2020-02-20,188000,190000,182500,183500,418611,-2.393617021276596
2020-02-21,180000,186500,178500,182000,284559,-0.8174386920980926
2020-02-24,176000,178000,172500,173000,495760,-4.945054945054945
2020-02-25,173000,176000,171000,175000,449887,1.1560693641618496
2020-02-26,172500,174000,170500,171500,315053,-2.0
2020-02-27,171500,173500,165000,168500,363108,-1.749271137026239
2020-02-28,164000,167500,158000,161000,597683,-4.451038575667656
2020-03-02,161000,168500,160000,166500,379836,3.4161490683229814
2020-03-03,170500,171500,163500,164000,334135,-1.5015015015015014
2020-03-04,164000,169500,163500,167000,251076,1.8292682926829267
2020-03-05,170000,174500,167000,172500,352295,3.293413173652695
2020-03-06,170500,170500,166500,169000,209291,-2.0289855072463765
2020-03-09,164500,167500,162000,162500,219827,-3.8461538461538463
2020-03-10,160000,169000,159000,167000,390471,2.769230769230769
2020-03-11,167500,169000,158000,159000,310982,-4.790419161676647
2020-03-12,158500,160500,151500,155000,630482,-2.515723270440252
2020-03-13,144000,155500,144000,151000,629423,-2.5806451612903225
2020-03-16,155000,157500,147000,147500,263134,-2.3178807947019866
2020-03-17,142000,156000,141500,155000,412149,5.084745762711865
2020-03-18,157000,178000,155000,160000,895111,3.225806451612903
2020-03-19,168500,171500,151000,159500,932490,-0.3125
2020-03-20,168000,169000,158500,165500,380927,3.761755485893417
2020-03-23,154500,163500,153500,159500,316855,-3.625377643504532
2020-03-24,163500,173000,161000,171000,433417,7.210031347962382
2020-03-25,177500,182500,174500,177500,479162,3.8011695906432745
2020-03-26,178500,182000,174000,178000,414298,0.28169014084507044
2020-03-27,185000,185000,167500,172000,432871,-3.3707865168539324
2020-03-30,165500,170000,163000,169000,284889,-1.744186046511628
2020-03-31,173000,173000,164500,168500,302409,-0.2958579881656805
2020-04-01,165500,167500,157500,158000,422750,-6.231454005934718
2020-04-02,159000,163500,156000,161500,266576,2.2151898734177213
2020-04-03,161000,163000,158500,161000,192112,-0.30959752321981426
2020-04-06,162500,167500,162000,167000,330947,3.7267080745341614
2020-04-07,171000,172500,165500,170000,324276,1.7964071856287425
2020-04-08,169500,176500,166500,171500,466827,0.8823529411764706
2020-04-09,174500,175000,168500,171500,366516,0.0
2020-04-10,170000,172500,167500,172000,213747,0.2915451895043732
2020-04-13,173000,175500,169000,171500,310311,-0.29069767441860467
2020-04-14,174000,174000,171000,172000,179886,0.2915451895043732
2020-04-16,169500,173000,169000,172500,198097,0.29069767441860467
2020-04-17,176000,185000,175500,180500,658064,4.63768115942029
2020-04-20,180500,182500,177000,177000,294843,-1.9390581717451523
2020-04-21,176000,178500,164000,172000,489241,-2.824858757062147
2020-04-22,171000,175000,168000,175000,217773,1.744186046511628
2020-04-23,174500,178500,171500,176500,384962,0.8571428571428572
2020-04-24,175500,176000,170000,171000,334396,-3.1161473087818696
2020-04-27,171500,173000,170500,171500,231835,0.29239766081871343
2020-04-28,173000,181000,171000,176000,599392,2.623906705539359
2020-04-29,178000,179000,173000,177000,445182,0.5681818181818182
2020-05-04,174500,181500,173500,174500,405793,-1.4124293785310735
2020-05-06,179000,181000,177000,178000,288720,2.005730659025788
2020-05-07,177500,180000,176500,179500,272948,0.8426966292134831
2020-05-08,182000,184000,180500,181500,337541,1.1142061281337048
2020-05-11,181000,181000,175500,175500,303382,-3.3057851239669422
2020-05-12,175500,176000,171500,172000,318411,-1.9943019943019942
2020-05-13,169500,175000,169000,175000,196618,1.744186046511628
2020-05-14,176000,176500,171500,176000,278082,0.5714285714285714
2020-05-15,175500,175500,170000,170500,279262,-3.125
2020-05-18,171000,172000,168500,172000,198110,0.8797653958944283
2020-05-19,176500,179000,174500,177000,413902,2.9069767441860463
2020-05-20,175500,177500,175000,175000,211116,-1.1299435028248588
2020-05-21,176500,177000,174000,175000,206479,0.0
2020-05-22,176000,177000,169500,170000,348683,-2.857142857142857
2020-05-25,171000,171500,166000,168500,305625,-0.8823529411764706
2020-05-26,168500,169500,166500,167500,315733,-0.5934718100890208
2020-05-27,168000,169500,167500,169500,221775,1.1940298507462688
2020-05-28,171000,171000,165500,166500,312398,-1.7699115044247788
2020-05-29,165500,166000,162000,163000,380315,-2.1021021021021022
2020-06-01,163500,167000,162000,166000,220312,1.8404907975460123
2020-06-02,164500,167500,164000,167000,164223,0.6024096385542169
2020-06-03,168000,171000,168000,170000,406145,1.7964071856287425
2020-06-04,171000,179000,170000,173000,807378,1.7647058823529411
2020-06-05,176000,177000,173000,175000,277550,1.1560693641618496
2020-06-08,178500,180000,174000,179000,440502,2.2857142857142856
2020-06-09,179500,182000,174500,176000,306346,-1.675977653631285
2020-06-10,175000,177000,173000,174500,219943,-0.8522727272727272
2020-06-11,173000,175500,170500,172000,342147,-1.4326647564469914
2020-06-12,165000,169000,164500,168000,217273,-2.3255813953488373
2020-06-15,167000,167500,160000,160500,321454,-4.464285714285714
2020-06-16,163000,168000,163000,167500,193585,4.361370716510903
2020-06-17,164500,166500,158500,161500,545328,-3.582089552238806
2020-06-18,160000,162500,159500,161000,169116,-0.30959752321981426
2020-06-19,161500,162500,160000,162000,170979,0.6211180124223602
2020-06-22,160500,161500,157000,157000,293461,-3.0864197530864197
2020-06-23,158000,160000,153500,154500,321870,-1.5923566878980893
2020-06-24,155000,156000,154000,155000,163429,0.3236245954692557
2020-06-25,153500,154500,149000,150000,301932,-3.225806451612903
2020-06-26,151500,158500,150000,158000,374777,5.333333333333334
2020-06-29,154500,155000,151500,153000,230664,-3.1645569620253164
2020-06-30,154500,180000,154000,167500,3896837,9.477124183006536
