date,open,high,low,close,volume,등락률
2020-01-02,5111,5362,5086,5337,304816,4.421835257288202
2020-01-03,5311,5512,5211,5387,196562,0.936855911560802
2020-01-06,5236,5387,5186,5312,202783,-1.3922405791720809
2020-01-07,5362,5462,5236,5337,160648,0.47063253012048195
2020-01-08,5286,5336,5010,5111,400447,-4.234588720254825
2020-01-09,5311,5487,5261,5437,387052,6.378399530424575
2020-01-10,5512,5512,5286,5412,242188,-0.4598123965422108
2020-01-13,5437,5487,5286,5387,254462,-0.4619364375461937
2020-01-14,5436,5537,5386,5487,240925,1.8563207722294413
2020-01-15,5487,5487,5211,5237,302000,-4.55622380171314
2020-01-16,5211,5738,5211,5738,698999,9.566545732289478
2020-01-17,5737,5888,5637,5863,292939,2.178459393516905
2020-01-20,6264,6790,6113,6590,1930976,12.399795326624595
2020-01-21,6714,7341,6714,7291,1383015,10.63732928679818
2020-01-22,7266,7817,7216,7592,1035412,4.128377451652723
2020-01-23,7566,8318,7491,8243,1001101,8.57481559536354
2020-01-28,7942,8418,7767,8018,1251190,-2.729588741962878
2020-01-29,8193,8218,7391,7567,1371291,-5.62484410077326
2020-01-30,7592,7817,7366,7492,866832,-0.9911457645037665
2020-01-31,7566,7616,7140,7316,708888,-2.349172450613988
2020-02-03,7166,7642,6915,7492,1197556,2.405686167304538
2020-02-04,7691,7742,7391,7717,797677,3.0032034169781103
2020-02-05,7792,8093,7316,7442,1021317,-3.563560969288584
2020-02-06,7492,7517,7166,7417,547469,-0.33593120128997583
2020-02-07,7366,7742,7341,7642,581570,3.0335715248752866
2020-02-10,7567,7592,7391,7492,332148,-1.9628369536770478
2020-02-11,7542,7542,7266,7542,501012,0.6673785371062467
2020-02-12,7592,8970,7416,8870,2802589,17.608061522142666
2020-02-13,8945,9245,8644,8920,1608163,0.5636978579481398
2020-02-14,9019,9195,8293,8669,1833072,-2.81390134529148
2020-02-17,8669,8869,8443,8669,780984,0.0
2020-02-18,8694,8694,8093,8269,741457,-4.614142346291383
2020-02-19,8318,8369,7968,8369,645429,1.2093360744951023
2020-02-20,8419,8569,8143,8394,671866,0.2987214720994145
2020-02-21,8142,8418,8067,8218,462587,-2.096735763640696
2020-02-24,7867,8092,7616,7792,647223,-5.183743003163787
2020-02-25,7767,8168,7616,8118,540383,4.183778234086242
2020-02-26,7867,8043,7717,7943,373948,-2.15570337521557
2020-02-27,7918,7918,7291,7442,752917,-6.307440513659826
2020-02-28,7191,7592,6940,6991,970450,-6.060198871271163
2020-03-02,7066,7492,6991,7417,765504,6.093548848519525
2020-03-03,7691,7792,7316,7316,612367,-1.3617365511662398
2020-03-04,7241,7717,7241,7617,484451,4.114270092946966
2020-03-05,7716,8243,7691,8193,1119492,7.562032296179598
2020-03-06,7993,8143,7792,7918,476812,-3.3565238618332724
2020-03-09,7616,7742,7140,7191,823376,-9.181611518060116
2020-03-10,7140,7692,7015,7592,954016,5.57641496314838
2020-03-11,7542,7592,6965,7016,778013,-7.586933614330875
2020-03-12,6865,7091,6239,6515,1207225,-7.140820980615735
2020-03-13,5912,6313,5286,6063,1614407,-6.93783576362241
2020-03-16,6214,6214,5211,5237,1225954,-13.623618670625104
2020-03-17,5006,5738,5001,5688,1507392,8.611800649226657
2020-03-18,5687,5837,5036,5036,1068129,-11.462728551336147
2020-03-19,5312,5362,4279,4340,1332622,-13.820492454328834
2020-03-20,4514,5111,4509,5036,1045265,16.036866359447004
2020-03-23,4635,4810,4394,4620,861500,-8.260524225575853
2020-03-24,4930,5412,4790,5387,997021,16.6017316017316
2020-03-25,5587,5763,5312,5663,1321811,5.123445331353258
2020-03-26,5612,5887,5437,5437,1044938,-3.9908175878509624
2020-03-27,5888,6113,5437,5738,1377909,5.536141254368218
2020-03-30,5512,5863,5462,5863,733192,2.178459393516905
2020-03-31,6013,6038,5562,5863,889876,0.0
2020-04-01,5712,6012,5536,5562,1021778,-5.133890499744158
2020-04-02,5587,5738,5462,5688,532374,2.26537216828479
2020-04-03,5837,5938,5687,5863,717866,3.076652601969058
2020-04-06,5888,6339,5812,6264,968944,6.839501961453181
2020-04-07,6514,6815,6364,6715,1870931,7.199872286079183
2020-04-08,6689,7040,6614,6765,906690,0.7446016381236039
2020-04-09,6940,6965,6614,6815,826241,0.7390983000739099
2020-04-10,6815,6840,6414,6690,569353,-1.834189288334556
2020-04-13,6639,6639,6238,6264,770530,-6.367713004484305
2020-04-14,6389,6564,6313,6389,580150,1.9955300127713922
2020-04-16,6289,6640,6289,6590,481825,3.1460322429175145
2020-04-17,6765,6915,6639,6690,800946,1.5174506828528074
2020-04-20,6690,6765,6564,6665,398130,-0.37369207772795215
2020-04-21,6589,6689,6188,6464,620973,-3.0157539384846213
2020-04-22,6289,6540,6189,6515,375021,0.7889851485148515
2020-04-23,6940,7090,6764,6890,1508637,5.755947812739831
